,new_review
6338,맛2 / 양2 / 배달2 / 너무 맛있어요~세마리치킨메뉴도 만들어주세요^^
6339,맛1 / 양1 / 배달1 / 옛날 스타일의 치킨이 땡길때 시키면 좋아요~
6340,맛1 / 양1 / 배달1 / 이번에는 비도와서 주문량이 많아서그런지..배달도 비가와서 그런긴한데 많이늦고 닭도 미리 튀겨놓아서 그런지 뻑뻑하고 양념도 제대로 버무려지지않고 첨으로 실망했네요..항상 초심을 잃지않기를 바랍니다..
6342,맛2 / 양1 / 배달1 / 간만에 먹어도 맛나요
6344,맛2 / 양2 / 배달2 / 배달도 빠르고 맛도 괜찮네요
6345,맛1 / 양2 / 배달2 / 배달 빠르고 양도 푸짐한데 맛이 그럭저럭 ㅜㅜ
6346,맛1 / 양2 / 배달0 / 배달이 너무 오래걸려 전화하니 사과 한마디 없네요
6347,맛2 / 양2 / 배달2 / 되게 친절하시고 양도 엄청 많고 맛잇엇어요 담에 또시킬게요!
6348,맛2 / 양2 / 배달2 / 사장님 친절하시구 여기 많이 이용하겠습니다~
6349,맛1 / 양1 / 배달1 / 옛날에 먹어본 양념치킨 맛이네요 배달은 그냥 잊어버리고 있었더니 오더라구요
6350,맛0 / 양0 / 배달0 / 치킨 한마리 배달 2시간 실화입니까?사전 결제만 안했어도 취소 하겠구만 ㅠ
6351,맛0 / 양1 / 배달0 / 그냥 그래요..젓가락 콜라좀 주시징..
6352,맛2 / 양2 / 배달2 / 바삭하고 맛있어요~~
6353,맛2 / 양2 / 배달2 / 다음엔 배달좀 빨리 부탁드려요 ㅎㅎ
6354,맛2 / 양2 / 배달2 / 배달빠르고치킨 정말 맛있어요감사합니다
6355,맛1 / 양2 / 배달1 / 역시 페리카나 맛있어용 ! 양념맛있는건 알았는데 후라이드도 소금찍어먹으니까 넘 맛나더라구요~ 근데 배달은 60분이라고 뜨더니 한시간넘게 기다렸어요ㅠㅠㅠ 그리고 치킨이 식어서 온게 좀 그렇네유
6356,맛2 / 양2 / 배달2 / 치킨이 치킨답게 아주 색깔좋고 튀김옷이 좋아요
6357,맛2 / 양2 / 배달2 / 찬절하시고 닭이 커요 ㅋㅋㅋ
6359,맛1 / 양1 / 배달1 / 맜있었어요. ㅎㅎㄹ~
6360,맛2 / 양2 / 배달2 / 잘 먹었어요 다음에 또 주문할게요!
6361,맛2 / 양2 / 배달2 / 언제나 맛있습니다~~^^
6362,맛2 / 양2 / 배달2 / 맛잇게잘먹겟습니다~~~~
6363,맛1 / 양1 / 배달1 / 배달도 친절하게해주시구 양도많았는데 양념치킨 맛이 먼가 별로였어요 ㅠ
6364,맛2 / 양2 / 배달2 / 너무 맛있어요 페리카나는 역시 독산1호점!!
6365,맛2 / 양2 / 배달2 / 잘먹었어요!! 여기 단골인데사장님이 직접 배달하시고 서비스도 좋아요치킨배달할때는 여기만 시킵니다 잘먹엇어요
6366,맛2 / 양2 / 배달2 / 맛잇게잘먹었습니다!
6367,맛2 / 양2 / 배달2 / 맛있었어요~ 감사합니다~
6368,맛2 / 양2 / 배달2 / 단골입니다. 잘먹엇습니다 ㅎㅎ
6369,맛2 / 양2 / 배달2 / 페리카나 특유의 튀김옷과 오리지날 반반은 늘 옳다
6370,맛0 / 양0 / 배달0 / 그냥 쏘쏘 합니다아
6371,맛1 / 양1 / 배달1 / 배달이너무느려오...
6372,맛1 / 양1 / 배달1 / 맛있게 잘 먹었습니다.
6373,맛2 / 양2 / 배달1 / 배달이 느리긴한대 맛있음
6374,맛2 / 양2 / 배달2 / 오랜만에 먹었는데 역시는 역시입니다^^
6375,맛1 / 양1 / 배달1 / 항상 변함없는맛에 만족합니딘. 또 시킬게요^^
6376,맛1 / 양1 / 배달1 / 주문누락이되어 좀 기분나빴는데 다시 금방 해주셔서 잘 먹었습니다
6377,맛1 / 양1 / 배달1 / 배달만 좀 빨라지면 더좋을거 같아요
6378,맛1 / 양2 / 배달1 / 잘먹었습니다~^^
6379,맛1 / 양2 / 배달1 / 맛나게 잘먹습니다~~=
6380,맛2 / 양2 / 배달2 / 맛 양 배달 다 좋았습니다.
6381,맛2 / 양2 / 배달2 / 너무 친절하고 서비스 콜라도 큰고 주고무도 두개 주어서 매번 시킵니다 많이 파시고 부자 되십시요 !! ㅎㅎ
6382,맛0 / 양1 / 배달0 / 태어나서 리뷰 한번도 쓴적없는데 한마디 해야겠습니다솔직히 치킨시키면 한시간에서 아무리 늦어도 80분쯤은 이해를 하는편인데 2시간 10분은 진짜 너무한거 같네요아래 몇시간전에 리뷰 올라온거 보면 어떤 사람은 30분만에 받은 사람도 있고 제 시간에 받은사람도 있는데저는 치킨집에서 멀리 사는편도 아닌데 2시간은 진짜 아닌거같네요정 늦을꺼같으면 예정보다 늦는다던가 출발했다고연락을 주셔야되는거 아닐까요받아서 먹어보니 식어서 뻑뻑하네요저는 다신 여기서 시켜먹을일 없을꺼 같습니다
6383,맛1 / 양1 / 배달1 / 역시 페리카나 오래오래카나카나
6384,맛2 / 양2 / 배달2 / 역시 반반은 페리카나! 75분이었는데 35분만에와서 기분좋게 먹습니다 번창하세요~
6385,맛1 / 양1 / 배달0 / 아직 배달을 못받아 맛이랑 양은 알 수 없어서 별 3개.주문은 진짜 너무하신것 아닌가요.3시 24분에 주문했는데 4시 11분경에 보니 30분 뒤에 배달 완료라고 함...4시 40분경에 도착이면 주문하면 1시간 20분 걸린다는 소리...80분은 인간적으로 좀 너무하네요.
6386,맛0 / 양1 / 배달0 / 배달이 예정된 시간보다  늦게옵니다치킨이 다식어요저번에도 늦게오던데 담엔 여기시키기 힘들거 같네요
6387,"맛2 / 양2 / 배달2 / 굿,,,  맛있네요,,,"
6388,맛1 / 양2 / 배달2 / 양념치킨 시켰는데 반반치킨이 왔어요 가격차이 없어서 그냥 먹긴 했는데 다음부턴 좀 더 신경 써 주세요! 치킨은 맛있고 배달오신 사장님도 무척 친절하셨습니다 ^_^
6389,맛2 / 양2 / 배달1 / 반반이 생각날땐 페리카나
6391,맛2 / 양2 / 배달2 / 빠르고 맛있었습니다
6392,맛1 / 양2 / 배달2 / 반반시켰는데 양념 너무 맛있어용
6393,맛0 / 양2 / 배달2 / 너무 튀겨서 기름기 많이 빠졌네요.
6394,"맛2 / 양2 / 배달1 / 요즘 너도나도 배달비를 받고있는데 그게 없었다는것 부타 높은 점수를 주고 싶습니다. 그리고 가장 중요한 맛은 정말 좋았습니다. 후라이드 치킨, 양념 치킨 하면 떠오를 딱 그 맛입니다. 그만큼 호불호 없이 누구의 입맛에나 맞을거라 생각합니다. 양 또한 충분합니다. 하지만 조금 아쉬웠던 점은 배달 시간입니다. 평일임에도 블구하고 1시간 반정도 후에 도착하여서 배달 면에서는 최대 점을 주기 어려울것 같습니다. 하지만 배달하시는 분이 사장님, 전화받으신 분이 사모님이신거 같은데 두분다 너무 친절하십니다. 종종 시켜먹을것 같습니다."
6395,맛2 / 양2 / 배달2 / 양도 많고 맛도 있어서 너무 좋았어요.이틀동안 너무 맛있게 잘먹었습니다.별 5개씩 전부 드릴게요 감사합니다 ^^
6396,맛2 / 양2 / 배달2 / 양념치킨은 역시 페리카나
6397,맛2 / 양2 / 배달2 / 맛나게 잘먹었습니다 많이 파셔요 ^^
6398,"맛1 / 양2 / 배달1 / 옛날치킨맛이예요,완전 그리운맛놔뒀다 다음날 먹어도 냄새안나고 좋아요닭에서 약간 레몬..?오렌지향 나요 ㅎㅎ 그래서 안비려요 ㅎㅎ배달은 눈도오기도 했지만 배달자체가 되게 늦는것같아요ㅠ"
6399,맛1 / 양1 / 배달1 / 반반을 주문햇는데 양념이 오는 마법...
6400,맛2 / 양2 / 배달2 / 진짜맛있어요 치킨은역시페리카나
6401,맛1 / 양1 / 배달0 / 맛있었습니다....
6402,맛1 / 양2 / 배달1 / 뼈발라먹는거 싫어서 순살 시키는데..양념은 소스 맛있고 닭도 많이 안딱딱하든데 후라이드 너무 딱딱해서 먹기 힘들었어요ㅜㅜ
6403,맛2 / 양2 / 배달2 / 멀리서 시키지만 만족도가 장나아니네요.닭이 너무 신선하고 바삭함의 정도가 진짜 최고에요. 벌꺼 3번째 시키는데 감동입니다. 거리에비해 배달도 빨리 해주시는 편이에요ㅠㅠ 근처 다른 치킨집있어도 꼭 여기에서 시키게되는 까닭은 역시 맛과질 단연 1등ㅋㅋ
6404,맛2 / 양1 / 배달2 / 이번에는 배달도 무지 빨라서 매우 만족입니다. 앞으로도 바쁘시겠지만 배달좀 좀더 빨리 부탁드릴께요
6405,맛1 / 양1 / 배달1 / 매번 시켜먹지만 변하지않는맛 좋네요^^
6406,맛2 / 양2 / 배달2 / 한주에 한번 꼭 시켜먹네요 !! 맛있게 잘먹었습니다 !! 기본으로 나오는 치킨무를 매번 두게씩이나 주시니 넘 감사합니다많이 파셔요.
6407,맛2 / 양2 / 배달2 / 맛도 짱 배달하시는분도 친절하시구앞으로도 많이 시킬개요!!!많이 파셔요
6408,맛2 / 양2 / 배달2 / 옛날통닭 맛의 원조는 페리카나지. 후라이드도 양념도 정통적인 추억의 맛임. 독산에 페리카나가 있음에 감사함을 느낌다.
6409,맛2 / 양2 / 배달2 / 언제 시켜두 맛있어요^^
6410,맛0 / 양0 / 배달0 / 1시간넘게기다리다지쳐 전화하니 이제닭튀긴다고 25분기다리라뇨..  취소한다고하니 그러세요~~ 그럼 참 여기진짜너무하네요ㅋㅋㅋ
6411,맛2 / 양2 / 배달2 / 맛맛맛나요 후회없어요
6413,맛2 / 양2 / 배달2 / 와 추억의 초딩때 먹은 치킨맛나는 페리카나 완전맛납니다 많이 파세요 ^^
6415,맛2 / 양1 / 배달2 / 맛도 좋고 배달하시는 분께서 너무 친절하시고 인상 좋으시네요 건강하게 오래오래 운영 해 주세요
6416,맛2 / 양2 / 배달2 / 배달하시는 분이 사장님이신가요? 정말 친절하시네요 번창하세요
6417,맛1 / 양1 / 배달1 / 같은 페리카나인데 독산3점보다 맛이 덜하네요 ㅠㅠ...
6418,맛2 / 양2 / 배달2 / 사장님~ 맛있어서 리뷰남겨요 ㅎㅎ늦은 밤에 추운데도 30분채 안되서 와주셨어요 덕분에 일찍 먹고 잘 수 있었어요 또 시킬게요역시 페리카나~~
6419,맛2 / 양1 / 배달1 / 매번 시켜먹지만 항상 바삭바삭하고 맛있어요. 강추합니다.
6420,맛2 / 양2 / 배달2 / 맛있습니다^^
6421,맛1 / 양2 / 배달1 / 문자 40분 예정 나왔는데.. 1시간만에 도착양념 달지않아 좋지만 나한테는 조금 짜고 튀김이 딱딱하네요. 튀김이 얇았으면 ..
6423,맛2 / 양2 / 배달2 / 맛있게잘먹었습니다~
6424,맛2 / 양2 / 배달2 / 푸짐하고 맛별로 새로운 별미로돌아가면서 먹으면 계속 먹게되요~특별한 날 더 생각나는 특별한 맛이예요~~^^
6425,맛2 / 양2 / 배달2 / 잘먹었습니다 !!!!
6426,맛2 / 양2 / 배달2 / 오랜만에 먹었는데 맛있어요 어니언치킨 너무 먹고 싶었는데 최곱니다!
6427,맛2 / 양2 / 배달2 / 항상 잘 먹고있습니다
6428,맛2 / 양1 / 배달0 / 배달이 처음에 떡볶이인지 잘못와서 가져가시고 문자 다시 연락주신다고...문자는 바로 왔길래 먼저 잘못온 음식 문자인지 알고 30분 넘게 계속 넘게 기다렸네요계속 기다리다 혹시나 싶어 내다 보니 복도 계단에 덩그러니 문이라도 두드려 주시지..치킨은 양파밑에 눅눅해지고 콜라는 미지근하고  별루였어요
6429,맛2 / 양2 / 배달2 / 양념에서 향신료향기가 나서 호불호 갈리는것 빼곤 굿
6430,맛2 / 양1 / 배달2 / 맛있게 먹었어요. 근데 솔직히 양이 좀 부족해요...
6432,맛2 / 양2 / 배달2 / 3가지 맛 모두 맛있게 잘 먹었습니다!
6433,맛2 / 양1 / 배달2 / 양이 적은게 너무 아쉽네요.항상 시킬때마다 느끼는대 양이 너무 작은게 먹고나면 금방 소화되요
6434,맛2 / 양2 / 배달2 / 일단 3가지맛 한번에 즐길 수 있어서 좋고양파랑 파가 넘 신선해서 기분 좋았어요 존맛존맛배달도 빠른편이에요
6435,맛2 / 양2 / 배달2 / 양념 맛있게 매콤하네요 잘먹었습니다~
6436,맛2 / 양2 / 배달2 / 단골이에요.늘 맛있고 배달 빨라서 좋아요
6437,맛2 / 양2 / 배달2 / 투존 나 맛있네오늘 좋은날이니까
6439,맛2 / 양2 / 배달2 / 치킨이 맛있고 요청사항도 잘 들어주세요.
6440,맛2 / 양2 / 배달2 / 요청사항 들어주셔서 감사합니다!
6442,맛2 / 양2 / 배달2 / 리뷰만 보고 시켰는데 소스도 맛있구 치킨도 바삭하니 완전 맛있네요 ㅎ 담에 또 시켜야겠어요~^^
6443,맛2 / 양2 / 배달2 / 배달도 빠르고 맛있어요.재주문각입니다
6444,"맛2 / 양2 / 배달2 / 간장,후라이드,양념 양도않고 맛있어요~"
6445,맛2 / 양2 / 배달2 / 정말 맛있게 잘 먹었습니다.
6447,맛2 / 양2 / 배달2 / 항상 잘 애용하고 있습니다
6448,"맛1 / 양1 / 배달2 / 탕수 소스는 너무적고, 중화풍의 맛이 나지 않아요.그나마 좋은 고기와 잘 튀긴 닭 때문에 먹었네요."
6449,맛2 / 양2 / 배달2 / 3가지맛인데 맛있어요~윙봉30조각주문했는데 3개남기고 다먹었네요^^
6450,맛2 / 양2 / 배달2 / 흥 제법이네 쫌 맛있네
6451,맛2 / 양2 / 배달2 / 양도 적당하고 먹기도 좋네요감사합니다
6452,맛2 / 양2 / 배달2 / 오랜만에 먹어도 마싯어요
6453,맛2 / 양2 / 배달2 / 파닭 파채가 별로 없어서 아쉬웠는데 그래도 맛있었어요~
6454,맛2 / 양2 / 배달2 / 맛있게 먹었습니다 번창하세요
6456,맛2 / 양2 / 배달2 / 늘 시켜먹는 곳입니다.  세가지맛 한꺼번에 즐길수 있어 좋아요^^
6457,맛1 / 양2 / 배달2 / 전 개인적으로 후라이드 제외 2가지 양념은 비추 양은 가격대비 많은편입니다
6460,맛2 / 양2 / 배달2 / 바싹하니 맛있어요 배달도 빠르고 좋아요
6461,맛2 / 양2 / 배달2 / 겉은  바삭바삭~속은 촉촉~넘 뜨거워 후후 불며 맛있게 잘 먹었어요
6462,맛2 / 양2 / 배달2 / 완전 굿굿굿 최곱니다~
6463,맛2 / 양2 / 배달2 / 너무 맛있어요. 또 시킬게요.
6464,맛2 / 양2 / 배달2 / 맛도 양도 만족. 배달도 빠른편이고 체인수가 좀 적어 배달거리가 좀 멀다는거 빼고 가게는 만족합니다
6466,맛2 / 양2 / 배달2 / 양도 많고 치킨 자체 맛도 있고 치빵도 맛있게 만들어 먹었네요
6469,맛2 / 양2 / 배달2 / 최고에요~~최고의 치킨~
6470,맛2 / 양2 / 배달2 / 생각보다 맛있네요. 먹다가 사진을 찍었어요. ㅋㅋ
6471,맛2 / 양2 / 배달2 / 바삭바삭 맛있게 잘 먹었어요 배달도 빠르고^^
6472,맛2 / 양2 / 배달2 / 항상 멋있게 잘 먹고있습니다~
6473,맛2 / 양2 / 배달2 / 맛있습니다. 정말 바삭바삭함.
6474,맛2 / 양2 / 배달2 / 탕수육 유린기 소스 맛있어요
6475,맛2 / 양2 / 배달2 / 언제나 맛있어요늘 빠른 배달로 즐겁게 먹어요
6477,맛2 / 양2 / 배달2 / 맛있게 잘 먹었습니다^^번창하세요~
6478,맛2 / 양2 / 배달2 / 깐풍기가 너무 매워서 초딩의 눈물을 봤네요. ㅋ맛있게 먹었어요. 번창하세요.
6479,맛2 / 양2 / 배달2 / 아주 맛있게 잘 먹었어요 따봉!
6480,맛2 / 양2 / 배달2 / 밋있게 잘 먹었습니다!!
6483,맛2 / 양2 / 배달2 / 아이들이 좋아하는 맛이에요~~^^
6484,맛2 / 양2 / 배달2 / ㅎㅎㅎ 너무 맛있게 잘 먹었습니다!
6485,맛2 / 양2 / 배달2 / 빠른배달 넘 좋아요~~  3가지 맛이라 다양하고 먹을때마다 뿌듯합니다~
6488,맛2 / 양2 / 배달2 / 너무 맛있습니당 ㅎㅎ
6489,맛2 / 양2 / 배달1 / 맛있는데 좀 짰어요양도 많구 좋아요^^
6491,맛2 / 양2 / 배달2 / 오랜만에 주문해 먹는데 맛있어요배달도 빠르게와서 흡입했어요~~~
6495,맛2 / 양2 / 배달2 / 투존은 처음 먹어봤는데 생각보다 맛있게 잘 먹었어요
6496,맛2 / 양2 / 배달2 / 맛있게 잘 먹을게요
6499,맛2 / 양2 / 배달2 / 항상 잘먹고 있습니다 양두 푸징해요
6500,맛2 / 양2 / 배달2 / 아이라익 뎃 왕 마 탱
6501,맛2 / 양2 / 배달2 / 오랫만에 주문해도 맛있어요~~
6503,맛2 / 양2 / 배달2 / 이번에 처음 시켜 먹었는데 맛있었어요👍
6504,맛2 / 양2 / 배달2 / 최고입니다!!!!!!!
6505,맛2 / 양2 / 배달2 / 바삭하고 부드러워서 맛있게 잘먹었습니다^^
6506,맛2 / 양2 / 배달2 / 굳자앙아아아압 치킨은투존
6507,맛2 / 양2 / 배달2 / 배달 예상 시간 보다 더 빨리 왔구요.오늘도 여전히 맛있네요ㅎㅎ
6512,맛1 / 양1 / 배달2 / 치빵버거 가 좀 아쉽네여..
6514,"맛2 / 양2 / 배달2 / 오늘 따라 후라이드가 넘 맛있습니다.다음 주문 땐, 후라이드 비율을 늘려야겠어요ㅎㅎ"
6515,맛2 / 양2 / 배달2 / 양이 정말 많아서 한 이틀 걸쳐서 먹는거 같아요 맛있습니다
6518,맛2 / 양2 / 배달2 / 항상잘먹구 있습니다다음에도 잘 부탁드릴께요
6519,맛2 / 양1 / 배달2 / 따듯하게 먹었네여로
6520,맛2 / 양2 / 배달2 / 늘 여기는 믿고 먹는 맛~
6521,"맛2 / 양2 / 배달2 / 중화치킨대첩, 특별한 맛 이네요.잘 먹었습니다."
6522,맛2 / 양2 / 배달2 / 늘 빠른 배달 감사해요~ 오자마자 이쁘게 찍어보려 소스를 붓고 나서 사진 찍는거 잊어버리고 먹다가 정신차리고 인증샷 찍는 맛.. ㅎㅎ
6523,맛2 / 양2 / 배달2 / 항상 맛있움어오어엉어
6524,맛2 / 양2 / 배달2 / 항상 양념을 간장으로 변경해주셔서 감사합니다!
6526,맛2 / 양2 / 배달2 / 치킨 맛있어요 순살이라 먹기 편하고 바삭하구요 소스들도 가지각색이라 다양해서 좋아요잘먹었습니다
6527,맛2 / 양2 / 배달2 / 역시 너무너무 맛있어요
6528,맛2 / 양2 / 배달2 / 양념은 맹 ㅓ요 ㅎㅎ
6530,"맛2 / 양2 / 배달1 / 후라이드가 바삭하고 양념,간장도 넘 짜지 않고 맛있습니다.가성비 짱입니다애들이 넘 좋아해서 자주 시켜 먹네요"
6532,맛2 / 양2 / 배달2 / 배달 진짜 짱 빠르구요. 오늘 치킨은 넘 제 입맛에 맞아 좋았어요ㅎㅎ
6533,맛1 / 양2 / 배달2 / 이상하게 맛이 없어요ㅜㅜ
6534,맛2 / 양2 / 배달2 / 윙봉도 맛있네요 굳
6535,맛2 / 양2 / 배달2 / 세가지맛 모두 맛있네요~^^👍👍👍
6536,맛2 / 양2 / 배달2 / 배달도 빠르고 치킨도 맛있어요
6538,맛0 / 양1 / 배달2 / 배달은 엄청 빨랐어요.근데 맛은 그닥.. 특히 양념은 시키지 않는것을권유합니다.
6539,맛2 / 양2 / 배달2 / 게살튀김 치킨 둘다 맛있읍니다
6540,맛2 / 양2 / 배달2 / 총알배송이었어요. 요청사항 잘 들어주셔서 감사합니다. 언제나 맛이 있어요.
6542,맛2 / 양2 / 배달2 / 항상 최고입니다.양도많코
6543,맛2 / 양2 / 배달2 / 정말 맛있습니다. 강추!!!
6544,맛2 / 양2 / 배달2 / 맛있게 먹었어요!^^
6545,맛2 / 양1 / 배달2 / 뭔가 어제에 비해 양이..
6546,맛2 / 양2 / 배달2 / 왜... 시뷰 이벤트 안하시나여
6547,맛2 / 양2 / 배달2 / 맛있어요! 같이 주신 소스 두개 졸맛이네요 ㅋㅋㅋ
6548,맛2 / 양2 / 배달2 / 첨 먹어봤는데 맛있네요! 재주문각
6549,맛2 / 양2 / 배달2 / 여러번 주문했는데 항상 맛있게 먹고 있어요
6550,맛2 / 양2 / 배달2 / 맛있었어요 양도 푸짐하구요 ㅋ어니언치킨 먹고싶었는데 소원성취했습니다 !
6551,"맛2 / 양2 / 배달2 / 3종류 다 맛있고, 양도 많아요."
6552,맛0 / 양2 / 배달2 / 투존을 단골로1주일에 한번은 거의 먹다시피하고있어요 오늘 좀 이른시간에 주문해서일까요? 닭이 신선하지 않다는게 너무 느껴지네요. 늘 먹던 맛이 아니에요. 먹으면서 전화 걸어 환불하고 싶을정도로 맛이 없네요. 원래 맛없는 치킨이 아니라 단골이고 늘 시켜먹는데 양념은 그대로이나 고기가 맛이 없긴 처음이네요. 투존을 아끼고 단골입장에서 실망이에요ㅠ 다음주에 다시 먹어보고 또 이맛이면 이제 단골 안하려구요ㅠ 남은건 버려야겠어요.
6553,맛2 / 양2 / 배달2 / 후라이드가 정말 맛있어요
6557,맛1 / 양2 / 배달2 / 40대 아저씨 입맛에는 괜찮았습니다. 초딩 아이들은 호불호가 좀 갈리네요.
6558,맛2 / 양2 / 배달2 / 👍👍👍👍👍
6559,맛2 / 양2 / 배달2 / 처음 먹어보는데 바삭하고 정말 맛있게 먹었네요.
6560,맛2 / 양2 / 배달2 / 맛있고 양도 많아요
6561,맛2 / 양2 / 배달2 / 양도 푸짐하고 완전 맛있어요~너무 맛있어서 먹다가 찍었네요~
6562,맛2 / 양2 / 배달2 / 코시국에 치킨으로 둘만의 생일파티 했습니다. 맛있네요!!!
6563,맛2 / 양2 / 배달2 / 항상 맛나게 먹고있어요.  중간에 사진 찍었네요
6564,맛2 / 양2 / 배달2 / 항상 맛있게 잘 먹구 있급ㄴ당
6565,맛2 / 양2 / 배달2 / 맛있게 잘먹었습니당ㅎㅎㅎㅎ
6566,맛2 / 양2 / 배달2 / 양많코 정말 맛있는 최애치킨
6567,맛2 / 양1 / 배달2 / 케이준 소스 맛있네요.가운데 양배추는 프라이드 위에 그냥 뿌린거죠? 세가지 맛 선택 할 수 있으면 좋겠어요.
6568,맛2 / 양2 / 배달2 / 매번 배달도 빠르구요. 할인 받아서 가격도 저렴하고맛도 양도 대박입니다!간장치킨이 너무 맛있어요ㅎㅎ
6569,맛2 / 양1 / 배달1 / 맛은 참 있는데 기름이 좀 오래된 느낌입니다
6570,맛2 / 양2 / 배달1 / 맛있어요. 투존양파치킨
6571,맛2 / 양1 / 배달2 / 첨 받았던 박스는 커보였는데열고서 ㅋ양이 상자의 반이였네요ㅜ암튼 세가지 맛 한번에 맛나게 먹었습니다
6572,맛2 / 양2 / 배달2 / 외출중인데 부모님이 시켜달래서 시켜드렸어용 !!!저 없는 사이에 치킨이 순삭 당해서 ㅎㅎㅎ늘 맛있게 잘드셨다네용 굿👍🏻🤤🤤
6573,맛2 / 양2 / 배달2 / 박스가 납작해서 정말 가격대비 많이 안준다 생각했는데 막상 열어보니 적당한거 같아서 안심이 되었네요. 맛은 좋았습니다. 추천 합니다.
6574,맛2 / 양2 / 배달2 / 배달 매우 빠르고 치킨도 맛있어요!!! 감사합니다!!
6575,맛2 / 양2 / 배달2 / 둘이서 먹기 딱 좋아요양파 양이 만족스러웠어요빵은 꼭 따뜻할 때 바로 드시는 걸 추천드려요!
6576,맛1 / 양1 / 배달1 / 치킨은 항상 맛있죵
6577,맛2 / 양2 / 배달2 / 배달도빠르고 맛있어요
6578,"맛2 / 양2 / 배달2 / 후라이드, 마늘간장치킨 아주 맛있네요. 슈슈치킨...?은 양념치킨맛이 제가 알던 평상시의 양념치킨이랑은 달리 신 느낌...? 뭐라고 표현해야할진 모르겠지만...여튼 그것은 제 취향이 아니고 나머지 둘은 아주 좋습니다."
6580,맛2 / 양2 / 배달2 / 양도 많고 맛있어요.
6581,맛1 / 양1 / 배달1 / 배달 빠르고 바삭합니다~~
6582,맛2 / 양2 / 배달2 / 맛있게 잘먹었습니다 다음에 또 시킬게요
6584,맛2 / 양2 / 배달2 / 맛있었습니다 담에 또 시킬게요
6585,맛2 / 양2 / 배달2 / 언제나 양많코 저렴하고 맛있는 투존치킨
6586,맛2 / 양2 / 배달2 / 잘먹었습니다. 감사합니다
6587,맛2 / 양2 / 배달2 / 진짜 너무 맛있게 잘먹었어요
6588,맛2 / 양2 / 배달2 / 갓성비 넘맛~!!!! 먹다가 정신차리고 찍었어욤
6589,맛2 / 양2 / 배달2 / 맛있고 양도 많습니다
6590,맛2 / 양2 / 배달2 / 3가지맛을 볼수 있는 곳은 역시 투존치킨
6592,맛2 / 양2 / 배달2 / 맛있는 중화치킨대첩 특히 탕수육소스가 아주 마음에 들어요. 냠냠냠. 총알배송 감사합니다.
6593,맛2 / 양2 / 배달2 / 가족들 취향존중 가능. 메뉴 고민 할 필요 없어서 좋았습니다. 다 맛있어요!
6594,맛1 / 양1 / 배달1 / 매운 소스 맛있어요.
6595,맛2 / 양2 / 배달2 / 후라이드넘넘 맛좋아요~오늘도 후회없는 주문했네요
6596,맛1 / 양1 / 배달2 / 후기가 좋아 주문했어요 맛이 다양하여 색다른 경험을 해서 만족합니다
6598,맛1 / 양1 / 배달1 / 맛있게 잘 먹었어요. 빨간양념맛 치킨이 젤 맛있어요
6600,맛2 / 양2 / 배달2 / 유튜버보고 주문했는데 기대이상으로 너무 맛있어요.3가지  행복이네요.안느끼하고 너무 맛나요
6601,맛2 / 양2 / 배달2 / 잘 먹었습니다^^ 항상 맛있네요~
6602,맛2 / 양2 / 배달2 / 언제나 맛있게 잘먹고 있어요
6603,"맛2 / 양1 / 배달2 / 먹다가 생각나서 급하게 사진찍고 리뷰 남겨요.소스가 되게 많이 들어있어 당황했는데,기호에 맞게 양 조절해먹을 수 있어서 좋았습니다 ㅎㅎ치킨도 다 부드러워서 하나씩 집어먹기 편했어요!"
6604,맛2 / 양2 / 배달2 / 맛있습니다 특히 후라이드 맛있네요
6605,맛2 / 양2 / 배달2 / 존맛이에용 자주시켜먹습니다
6606,맛2 / 양2 / 배달2 / 맛있네요 근데 소스가 간장소스보다는 탕수육 소스 느낌?
6607,맛1 / 양1 / 배달1 / 맛있게 먹어서 나중에 사진 찍었어요ㅎㅎㅎ
6608,맛2 / 양2 / 배달2 / 자주자주 먹어도 맛있습니다
6609,맛2 / 양2 / 배달2 / 잘먹었습니다소스가 정말맛있네요
6610,맛2 / 양2 / 배달2 / 항상 너무 맛있게 잘묵었습니다
6611,"맛2 / 양2 / 배달2 / 정말 맛있습니다. 겉바속촉양은 조금 아쉬운데, 혼술하면서 안주로 먹기에 적당합니다."
6612,맛2 / 양2 / 배달2 / 맛있어요 많이 시켜드셰요~~
6613,맛2 / 양2 / 배달2 / 너무 맛있어요~.~
6614,맛2 / 양2 / 배달2 / 배달시간 변경 요청드렸는데 맞춰서 보내주셔서 좋았어요~~ 맛있어요.
6615,맛2 / 양2 / 배달2 / 맛있어요. 괜찮네요
6616,"맛2 / 양2 / 배달2 / 맛있습니다. 바삭바삭, 쫄깃쫄깃"
6618,맛2 / 양2 / 배달2 / ★★★★★★★★★★★★★★★★★★★★
6619,맛2 / 양2 / 배달2 / 맛있어요 야채가 있어서 좋아요 ㅎㅎ
6620,맛2 / 양2 / 배달2 / 굿굿 맛있어요    굿굿
