,new_review
4735,맛2 / 양2 / 배달2 / 말이 필요없는맛!! 꼭 드세요!!!
4737,"맛2 / 양2 / 배달2 / #식후감오늘도징하게 빨리 왔다어떻게 이렇게 맛있지?게살보다 야들야들한 보쌈이라니임신했을때 그토록 맛있게 먹던 그 맛이다원 없이 즐거운, 시험 끝난 아들녀석!할 수 있는 한 실컷 놀아야지.머니머니해도 친구들은 모여야 즐거운 법!니네집 갈래? 하며 모인 우리집.보쌈 시켜주세요~~그래그래쌈하지 말고 천천히 먹어인천에서 제일 빠르고 맛있고천하일품 원할머니 보쌈은주안점이지.안심하고 믿고 먹는 맛!점심부터 보쌈으로 두둑하게~~"
4738,맛2 / 양2 / 배달2 / 맛있네요 서비스 감사합니다둘이먹다가 배불러서 남겼네요내일또먹어야지
4740,맛2 / 양2 / 배달2 / 깔끔하고 맛있어요~~~
4741,맛2 / 양2 / 배달2 / 고기도 서비스로 주시고 항상 맛있게 잘 먹고 있어요^^
4742,맛2 / 양2 / 배달2 / 배달도 빠르고 맛도 좋고 잘 먹었습니다
4743,맛2 / 양2 / 배달2 / 언제나 시켜도 후회없이 잘먹었습니다양도푸짐하고 청결상태가 완전 좋아요
4744,맛2 / 양2 / 배달2 / 맛있게 잘 먹었습니다. 양도 많네요
4745,맛2 / 양2 / 배달2 / 보쌈은 늘 원할머니보쌈 주안점에서만 시켜먹습니다.~~깔끔하고 리뷰이벤트로 주신 고기까지 맛있게 잘 먹었습니다.
4746,맛1 / 양1 / 배달1 / 배달이 빨라서 좋네요생각보다 고기 양이적지만 냄새도 없고맛도 좋아요마늘소스도 달달하니아주 맛있세요야채가 조금 부족하지만 떡이랑  싸먹으니 괜찮아요
4747,맛2 / 양2 / 배달2 / 원할머니 보쌈은 주안점에서만 시켜요.보쌈고기.족발 다 맛있어요.잘먹었습니다.
4748,맛2 / 양1 / 배달2 / 맛있게 잘먹었습니바 또시켜먹을게요
4749,맛2 / 양2 / 배달2 / 고기가 너무 부드러워서 애기랑 맛있게 잘먹었습니다.떡이랑 함께 먹으니까 더욱 맛있었어요
4750,맛2 / 양2 / 배달2 / 보쌈은 항상 여기서 주문해요맛있어요~
4751,맛2 / 양1 / 배달2 / 보쌈 족발 다 먹고싶다고해서 세트시켰는데 냄새도 안나고 너무 맛있게 잘 먹었어요^^
4753,맛2 / 양2 / 배달2 / 고기가부드럽고 양도 괜찮아요..맛있답니다
4754,맛2 / 양2 / 배달2 / 브랜드값은 배신하지 않아욥
4755,맛2 / 양2 / 배달2 / 여윽시 보쌈은원할머니네서 👍👍👍서비스도 최고예요!
4757,맛2 / 양2 / 배달2 / 맛잇어요 서비스고기 감삼하댱❤️❤️❤️
4758,맛2 / 양2 / 배달2 / #식후감 보쌈이 담백했고 보쌈김치랑 막국수도 너무 맛있었어요~~ 떡에 보쌈 싸먹으면 진짜 맛있네요! 배부르게 잘 먹었습니다^^
4759,맛1 / 양1 / 배달2 / 평범히잘먹었습니다.
4760,"맛2 / 양2 / 배달2 / 보쌈이 땡겨서 주문했는데 김치도 맛있고 떡쌈도 쫄깃, 면도 고기랑 싸먹으면 굿이예요.다양한 메뉴로 맛있게 잘 먹었어요"
4761,맛2 / 양2 / 배달2 / 타지역에서도 벅어봤지만 주안점이 확실히 다릅니다. 무조껀 추천
4762,맛2 / 양2 / 배달2 / 배달빠르고 맛도좋고 양도 서비스도 아주 만족스럽네요 잘먹었습니다.
4763,맛2 / 양2 / 배달2 / 최곱니다.!!!우선 배달이 번개구요.  무엇보다 보쌈이 야들야들하니 너무 부드럽습니다. 떡쌈과 무쌈 조화도 좋고... 마늘쏘스도 굳~~!막국수 서비스와 보쌈 써비스까지!오죽하면 아내와 두아이들이 엄지척을 했을까요드셔보면 압니다~~!!
4764,맛2 / 양2 / 배달2 / 임산부인 친구 출산 전 놀러와서 제일 먹고싶은게 뭐냐니 원할머니보쌈이라길래 시켜줬어요~! 너무 맛있게 잘 먹었습니다!! 보쌈 먹은 기운 받아 순산하고 오겠다고 하네요 ㅎㅎ 예상시간보다도 빠르게 배달해주셔서 감사합니다^^
4765,맛2 / 양2 / 배달2 / 우와~~~양이 많아요배부르게 너무 잘 먹었습니다 ♡배달도 빨랐어요보쌈은 역시 원할머니!!!
4766,맛2 / 양2 / 배달2 / 반찬이 많아서 좋아요.#식후감
4767,맛2 / 양2 / 배달2 / 맛있어요~~^^자주 먹습니다..
4768,맛2 / 양2 / 배달2 / 보쌈김치 무김치 맛있고 고기도 맛있어요
4769,맛2 / 양2 / 배달2 / 항상 만족하고 있어요감사합니다 ^^
4770,맛2 / 양2 / 배달2 / 맛있어요~ 고기 서비스도 좋아요~~
4771,맛2 / 양2 / 배달2 / 매번 너무 맛있게 잘먹고있어요
4772,맛2 / 양2 / 배달2 / 역시 너무 맛있어요^^
4773,맛2 / 양2 / 배달2 / 존맛탱입니다 진짜로 존맛탱
4774,맛2 / 양2 / 배달2 / 원할머니 보쌈 처음 먹어보는데 기가막히네요
4775,맛2 / 양2 / 배달2 / 떡이 참 고소하네요. 보쌈도 양 푸짐하고 냄새도 없구요
4776,맛2 / 양2 / 배달2 / 잘먹었습니다.역시 보쌈은 원할머니~
4777,맛2 / 양2 / 배달2 / 냠냠냠 굿굿굿 넘 맛있게 잘 먹었습니다.역시 최고네요.다음엔 족발로고고고^^~
4778,맛2 / 양2 / 배달2 / 보쌈  정말 맛있어요~~
4779,맛2 / 양2 / 배달2 / 배달빠르고 맛있어요 ^^번창하세요
4780,"맛2 / 양2 / 배달2 / 항상 맛있게 먹는 원할머니보쌈!고기는 말할 것도 없이 맛있고 오색쌈떡과 절임배추, 무김치 조합 예술입니당 👍❤"
4781,맛2 / 양2 / 배달2 / 잘먹었습니다 ㅎㅎ ❤️❤️❤️
4782,맛2 / 양2 / 배달2 / 항상 맛있게 먹고 있어요.4식구 배부르게 먹었습니다.
4783,맛2 / 양2 / 배달2 / 고기도 두툼하고 야들야들하니 맛있게 잘 먹었습니다반찬들도 너무 자극적이지 않아서 좋아요😊 다음에 또 시켜 먹을게요~~~~
4784,맛1 / 양0 / 배달1 / 양이 좀... 먹다 남은것 처럼 왔어요ㅡㅡ;
4785,맛1 / 양2 / 배달2 / 퇴근후 원할머니보쌈 소주한잔 하루 피로가 풀리지요맛도 쵝오~!!! 배달시간도 원하는 시간에 맞춰주시고맛있게 잘 먹겠습니다. 번창하세요~^-^
4786,맛2 / 양2 / 배달2 / 마늘족발 너무 부드럽고 맛있어요!! 양도 많고 든든합니당~
4787,맛2 / 양2 / 배달2 / 늘 맛있는 원할머니보쌈. 잘먹었습니다 ^^
4788,맛2 / 양2 / 배달2 / 깨끗한 돼지고기 맛은 먹고 먹고 또 먹고 싶다.#식후감
4790,맛2 / 양2 / 배달2 / 주문하면 늘 30분 이내에 도착함.보쌈은 늘 이 지점에서만 시켜먹고 있음.
4791,맛2 / 양2 / 배달2 / 맛있게잘먹었습니다 보쌈이야들야들해요
4792,맛2 / 양2 / 배달2 / 다 같은 체인점이지만 주안점이 제일 맛있어요 특히 무김치 진짜 쟁여듀고 반찬으로 먹고픈맛.. 전에 주안점 주문불가였나 그래서 타지점에서 시켰는데 암만 같은체인점이라해도 무김치가 오이 무친것마냥 너무맛없어서 놀랐는데..!! 여튼 여기 배달도빠르구 고기냄새두 안나고 항상 맛있어용그리고 예전에 마늘소스 안온줄알고 후기작성했는데알고보니 있었어요ㅠㅠ 콩나물국 두갠줄알고 하나만깠는데 안깐 그 통이 소스통이였다는.. ㅋㅋㅋㅋㅋㅋ 자주시켜먹는데 왜그랬는지ㅠㅠㅠㅠㅋㅋ 후기수정이안돼서 지웠어유ㅜ
4793,맛2 / 양2 / 배달2 / 정말맛있었어여~배달두엄청빠르구여담에또시켜묵겠습니당^^
4794,맛2 / 양2 / 배달2 / 처음 주문했는데 너무 맛있습니다~재주문 꼭하겠습니다
4795,맛2 / 양2 / 배달2 / 항상 맛있게 시켜먹고있답니다~^^
4796,맛2 / 양2 / 배달2 / 보쌈은 원할머니 김치도 맛있고 고기도 맛있고요청사항 쌈장 더 주셔서 알맞게 잘 먹었어요
4797,맛2 / 양2 / 배달1 / 다섯번째  주문해먹어요~~맛있어요.전화응대 친절해요.오늘 배달해주시는분이 문짜를안주시고 두고가셔서ㅜ약간아쉽습니다ㅜ 한시간이상 기다려서 배고픔으로 더맛있게먹었습니다~다음엔 문짜꼭잊지마시길..ㅜ
4798,맛2 / 양2 / 배달2 / 배달두 제시간에 딱오궁 맛나게 잘 먹었어용배터질듯ㅋㅋ
4799,"맛2 / 양2 / 배달2 / 늦게 리뷰 달러와서 죄송해요~~~!! 어젯밤에 시키고, 요청사항에 시간도 언제까지 가져다달라 귀찮게 굴었는데 잘 들어주셔서 감사합니다 ㅜㅜ 십분정도 먼저 도착하셨는데, 친절히 전화주셨어요~!! 원쌈 너무 맛있게 잘 먹었구요 양도 너무 많아서 많이냄겨서 아쉬워요 ㅜㅜ구런데 제가 원할머니에서 일을 했었는데 저희는 쌈떡이 기본으로 하나씩나갔던걸루 기억하는데 오색나오고나서 기본은 없어진건가요? ㅜㅜ절임배추에 쌈떡에 고기넣고 싸먹는게 최애방법인데 떡이없어서 너무 아쉬웠습미댜,,구래도 너무 맛있게 잘 먹었어여 감사합니다❤️❤️"
4801,맛2 / 양2 / 배달2 / 배달이 정말 빨리왔어요~최고~ 떡쌈에 마늘소스 푹 찍어 고기 싸서 먹으면 정말 맛나요.맛있게 잘 먹었습니다^^
4803,맛2 / 양2 / 배달2 / 마시따!조금식었지만...!부꾸미 존맛탱이다!...양도많다!...
4804,맛2 / 양2 / 배달2 / 맛있어요~넘맛있게 먹느라 사진을 잊었네요ㅠ
4805,맛2 / 양2 / 배달2 / 배달 진짜 빠르네요 양도 푸짐하고 고기도 신선해서 잡냄새 하나 안나네요 물론 맛도 역시 원할머니네요 맛나게 잘먹었습니다.
4806,맛2 / 양2 / 배달2 / 이야~ 너무 맛있었어요 ^^
4807,맛2 / 양2 / 배달2 / 아이들이 여기 보쌈이 맛있다고해서 보쌈은 여기서만 먹어요~ 배달도 빠르고 맛있게 잘먹었습니다~
4808,맛2 / 양2 / 배달2 / 짱맛잇어요 ㅇㅅㅇb
4809,맛2 / 양2 / 배달2 / 원할머니도 감동 할 보쌈이네여 굿굿
4810,맛2 / 양2 / 배달2 / 자주시켜먹는데요 양도많고 맛있고 배달도 빨라요
4811,맛2 / 양2 / 배달1 / 처음엔 보쌈만 보내주시고 족발은 없어서 당황스러웠지만 전화해서 말씀드렸더니 그래도 꽤 빨리 다시 보내주셔서 맛있게 잘 먹었습니다~
4812,"맛0 / 양0 / 배달2 / 아 , 배추 맛이갔어요 상했는데 물로만 헹궜는지 물 뚝뚝 떨어져요  보쌈은 맛 있어서 그냥 먹는데 담엔 상한거 신경 쓰셔야겠네요"
4813,맛2 / 양2 / 배달2 / 넘 맛나요 또 주문할게요 감사합니다 ㅎ
4814,맛2 / 양2 / 배달2 / 몇번 시켜먹었는데 오늘은 고기가 퍽퍽하고 냄새도 조금 났네요ㅠ 아쉬웠지만 잘먹었습니다~
4815,맛1 / 양1 / 배달2 / 고기가 살짝 빨갷어요ㅠㅠ양과 배달은 만족합니다^^
4816,맛2 / 양2 / 배달2 / 맛있어요 배달도빠르고
4817,맛2 / 양2 / 배달2 / 마시써요 잘먹었습미다~~~
4818,맛2 / 양2 / 배달2 / 오랫만에 원할머니 보쌈 먹고싶어서 주문했는데 너무너무 맛있게 잘 먹었어요. 고기도 따뜻하고 양도 좋네요. 잘 먹었습니다💜
4821,맛2 / 양2 / 배달2 / 맛보쌈 맛있습니다88
4822,맛2 / 양2 / 배달2 / 맛있게 잘먹었습니다 매운 무말랭이 너무중독이네요~^^
4823,맛2 / 양2 / 배달2 / 역시 브랜드는 믿고 먹을만하네요 아주 좋습니다
4824,맛2 / 양2 / 배달2 / 완전 배부르게 먹었습니다~~잘 먹었습니다!!^^
4825,맛2 / 양2 / 배달2 / 잘먹었습니당 역시 원할머니보쌈
4826,맛2 / 양2 / 배달2 / 부드럽고 촉촉한 보쌈~^^원할머니~맛있게 잘 먹었습니다^^
4827,맛2 / 양2 / 배달2 / 마늘 소스 너무 맛있어요♡서비스도 최고
4828,맛2 / 양2 / 배달2 / 맛있게 잘 먹었습니다 ㅎㅎ
4829,맛2 / 양2 / 배달2 / 깔끔하게 담겨와서 더 기분이 좋았어요양도 많고 맛있는데~~근데 생각보다 조금 매워요도시락도 잘 먹었어요~~^^
4831,맛2 / 양2 / 배달2 / 맛있어요~~~~~~~~~
4832,맛1 / 양1 / 배달1 / 역시 원할머니 보쌈 맛있게 먹었습니다
4834,맛2 / 양2 / 배달2 / 역시 보쌈은 원할머니보쌈이 맛있네용 ㅎㅎ배달도 빠르고 음식도 따뜻하게와서 너무 맛있게 잘먹었습니다!!
4836,맛2 / 양2 / 배달2 / 맛있게잘먹었습니다~
4837,맛2 / 양2 / 배달2 / 정말 맛나게 잘 먹었네요~아이들도 좋아하는 보쌈이라서 저희는 원할머니 보쌈이 맛나더라구요~비빔면도 맛나게 잘먹었어요~담엔 족발도 시켜 먹어야겠어요~족발도 좋아라하는 가족이라서요~^^
4838,맛2 / 양2 / 배달2 / 음식이 깔끔하니 먹기전부터 기분이 좋네요^^배달도 빠르고 고기가 잡내없이 부드러워 맛있게 잘 먹었어요
4840,맛1 / 양1 / 배달1 / 맛있게 잘 먹었습니다.
4841,맛2 / 양2 / 배달2 / 배달도 빠르고양도 정말 많고맛도 최고네요~급하게 먹느라 사진을 못찍었네요죄송합니다
4842,맛2 / 양2 / 배달2 / 맛있어용 항상 보쌈은 원할머니
4843,맛2 / 양2 / 배달2 / 배달도 빠르고 역시 믿고먹는 보쌈이예요~~^^어린아이들도 맛있게 잘먹네요~~^^
4844,맛2 / 양2 / 배달2 / 이번엔 고기가 퍽퍽하고 맛이 떨어 지네요그래도 어쩌다 그런 거라 별은 다섯개  쏩니다
4845,"맛2 / 양2 / 배달2 / 맛보쌈에도 쌈떡,무채있는줄알았는데김치만 두개였네요~잘보고 주문할걸ㅠ그래도 맛있게 잘먹었어요리뷰 작성시 고기하나추가해서 배부리 먹었네요김치또한 맛나고 깔끔해서 좋아요"
4846,맛2 / 양2 / 배달2 / 너무맛있게 잘먹었습니다 ^^
4847,맛2 / 양2 / 배달2 / 너무 맛있어요💙💙촤고최고
4848,맛2 / 양2 / 배달2 / 맛있게 잘 먹었어요.보쌈과 족발은 항상 원할머니네서 주문!!
4849,맛2 / 양2 / 배달2 / 맛있어요~ 절임배추가 좀더 상태가 좋았으면 좋겠어요 약간 검은색 점들이 있어서 잘라내고 먹었어요~
4850,맛2 / 양2 / 배달2 / 서비스로 주신 고기가 더 맛있었어요 잘 먹었습니다 마니마니
4851,맛2 / 양1 / 배달2 / 맛있게 잘 먹었습니다.양만 좀더 많으면 정말 좋을거 같아요.
4852,맛2 / 양2 / 배달2 / 정말 맛있게  먹었습니다
4853,맛2 / 양2 / 배달2 / 정말 맛있습니다 ㅎㅎ
4854,맛2 / 양2 / 배달2 / 항상 맛있게 먹고있어여 보쌈은 원할머니보쌈 이죠~~~~^^ 맛나용 맛나용
4855,맛2 / 양2 / 배달2 / 너무 맛있게 잘먹었습니다~~^^
4856,맛2 / 양2 / 배달2 / 비 오는데도 빨리 도착했고 엄청 맛있습니다 ㅎㅎ
4857,맛2 / 양2 / 배달2 / 배달도 빠르고  맛도 맛나요
4858,맛2 / 양2 / 배달2 / 넘 맛있게 잘 먹었습니다. 앞으로도 자주 이용하겠습니다.^^
4859,맛2 / 양2 / 배달1 / 옛날에 뜨신물 봉다리에 포장해주셨는데떡도 딱딱해요ㅠ
4860,"맛2 / 양2 / 배달2 / 의성마늘보쌈 소 크기인데도 이렇게 한보따리가 왔습니다. 부드럽고 입에서 살살 녹는 고기와 시원한 콩나물국, 달콤아삭한 무김치, 서비스 비빔국수...그리고 추가로 주문한 보쌈김치도 정말 아삭하고 맛있었어요. 주문하고 15분도 안되어서 받았답니다. 정말 빠른배송 감사하고요 사장님 부장되세요~~"
4861,맛2 / 양2 / 배달2 / 맛있게  먹었네요 보쌈김치가  맛나요
4863,맛2 / 양2 / 배달2 / 맛있어요  배달도빠르고
4865,맛2 / 양2 / 배달2 / 양 대박많이주셔요. ㅎㅎ 먹다 배부르게 먹고 남기고선 딩글딩글 굴러다녔습니다.
4867,맛2 / 양2 / 배달2 / 보쌈은역시 원할머니..간만에 제대로 맛잇게먹엇네요
4868,맛2 / 양2 / 배달2 / 오늘 고기 다른때보다 훨씬 맛있네요.기본 밑반찬은 변함 없이 맛있어요. 음식 정갈하고고기 차가워 질까봐 항상 물핫팩 넣어주시는 정성..그래서 고기 따뜻 하고..음식 한개도 안남기고 다 먹게 되네욤~ 음식이 전체적으로 버릴게 없어욤 다 맛있으닌까요 정성 스러운 음식 감사 그려요~ ♥
4869,맛2 / 양2 / 배달2 / 보쌈은 항상 원할머니에서 시켜 먹어요. 서비스 감사합니다~
4870,맛2 / 양2 / 배달2 / 보쌈은 역쉬 원할머니죠~~양도 푸짐하고 고기도 부드러워요저녁 잘 먹었어요^^
4871,맛2 / 양2 / 배달2 / 급하게먹느라 사진을 깜박했어요 ㅎ 항상 맛있게 잘먹고잇습니다!!
4872,"맛2 / 양2 / 배달2 / 양이 많다는 말이 진쨔 맞아요!!^^ 맛있고, 양도 많고, 깔끔하고 너무 만족스러워요!!^^"
4873,맛2 / 양2 / 배달2 / 고기 식감도 좋고 서비스도 많이 주시고항상 맛있게 잘 먹고 있어요^^
4874,맛2 / 양2 / 배달2 / 아이들과 너무 맛있게 잘먹었어요큰아이 초2 최애 메뉴입니다
4875,맛2 / 양2 / 배달2 / 맛나요.다음에도 주문할께요
4876,맛2 / 양2 / 배달2 / 가끔 보쌈 생각나면 배달해서 먹는 곳입니다.오랜만에 배달해서인지 사장님이 떡쌈을 빼먹은 것 같습니다. 그래도 맛있게 잘 먹었습니다.
4877,맛2 / 양2 / 배달2 / 이번에도 고기상태 넘 좋았어요~잘먹었습니다!
4878,맛2 / 양2 / 배달2 / 양도 넘많아서 둘이 배부르게 먹고도 좀 남았어요 ㅠㅠ 김치도 맛있고 보쌈도 맛있고 완전 다 만족해요!
4879,맛2 / 양2 / 배달2 / 생일과 함께 했어요!!너무 맛있게 잘 먹었고 김치도 역시 최고입니다!고기가 어쩜 이리 맛있고 부드러운지요..감사합니다~!
4880,맛2 / 양2 / 배달2 / 항상 뙤같은거  먹다가 다른거 먹었는데  맛나네요
4881,맛2 / 양2 / 배달2 / 역시나 맛있습니다~~~
4882,맛2 / 양2 / 배달2 / 포장도 깔끔하고 역시 원할머니보쌈이네요!!!잘목었습니다
4883,맛2 / 양2 / 배달2 / 따뜻한보쌈~♡언제나 맛있는 무김치 환상조합 마늘소스콕찍어서 쌈싸먹음 진짜맛있어요
4884,맛2 / 양2 / 배달2 / 맛있게 잘 먹었습니다~~~
4885,맛2 / 양2 / 배달2 / 리뷰 고기가 양이 많아 놀랬네요^^아이들과 맛있게 먹었습니다^^
4886,맛2 / 양2 / 배달2 / 김치가 너어어어무 맛있어요보쌈도 잡내없이 너무 맛있구용배달도 빨랐어요! 잘먹었습니다
4887,맛1 / 양2 / 배달2 / 양이 정말 많아요 추가로 김치를 주문했는데 이번에는 김치가 별로였어요 ㅠㅠ
4888,맛2 / 양2 / 배달1 / 예상시간보다 좀 더걸렸네요그래서 그런지 막국수면이 완전 불어서 한덩어리가 됬어요ㅠ족발도 잘안썰려서 줄줄이 비엔나...맛은 대체적으로 좋았습니다^^
4889,맛0 / 양1 / 배달1 / 빠른 배송 감사합니다
4890,"맛2 / 양2 / 배달2 / 포장및배송,맛 완벽하네요~~고기추가했는데 양이어마어마하네요정말 야식은 원할머니보쌈 인가봐요맛있게  잘먹었습니다."
4891,맛1 / 양1 / 배달1 / 믿고 먹는 보쌈집이죵
4892,맛2 / 양2 / 배달2 / 항상 주문해먹는 솜씨보쌈~  식구 적은 저희집에 딱 좋아요~  깔끔해서 더 좋구요
4893,맛2 / 양2 / 배달2 / 배달두 빠르고 항상 맛있어요 같은 프랜차이즈여도 주안점이 유독 맛있어여 특히 그 뭐라하죠? 무채김치..? 그게짱이에요
4894,맛2 / 양2 / 배달2 / 너무 맛있게 먹었습니다 리뷰이벤트도 많이주셔서 감사합니다
4895,맛2 / 양2 / 배달2 / 넘 맛있게 잘 먹었어요~^^
4896,"맛2 / 양2 / 배달2 / 자주시켜서인지 매번 바쁘셔서인지 구성품이 하나씩 빠져서 온게 벌써 3번째이긴한데...마늘 소스가 빠져서 전화했더니 소스도 바로 보내주셨고, 소스가 올때까지 기다리면 식을법한 고기도 따뜻한 고기로도 교체해주셨다.마늘 소스가 정말 취향이다. 너무 맛있다."
4897,맛2 / 양2 / 배달2 / 너무 맛있게 잘먹었습니다 양도 많고 다음에 또 시켜먹겠습니다
4898,맛1 / 양2 / 배달2 / 맛있게 잘 먹었습니다만 오늘따라 고기가 덜 촉촉하게 느껴졌어용
4899,맛2 / 양2 / 배달2 / 배달도 빨리오고 맛있어요ㅎ
4901,맛2 / 양2 / 배달2 / 오자마자 흡입하느라 사진을 중간에 찍었어요ㅡㅜ 역시나 따뜻하고 맛있는 한끼였습니다
4902,맛2 / 양2 / 배달2 / 너무 맛있게먹었어요! 아이가 원쌈원쌈 노래불러요 ㅋㅋㅋ리뷰이벤트로오는 고기도 메인이랑 똑같습니다!! 떡이랑 고기 싸먹는게 참 맛나네요 👍
4903,맛2 / 양2 / 배달2 / 엄마의 최애 메뉴에요! 모듬보쌈이 구성도 좋구요. 오늘 고기상태 너무 좋았어요!! 싹싹 다 비웠네요ㅎㅎ 잘먹었습니다~
4904,맛2 / 양2 / 배달2 / 잘먹었습니다~~~~
4905,맛2 / 양2 / 배달2 / 고기도 따뜻하게 오고 맛있어용배달도 엄청 빨라요.
4906,맛2 / 양2 / 배달2 / 배달 시간.정확하고요언제나 깔끔한 맛입니다보쌈이 생각날땐 원할머니네요
4907,맛2 / 양2 / 배달2 / 사진은 먹느라 깜빡했네요잘 먹었습니다!
4908,맛2 / 양2 / 배달1 / 오랜만인데 역시 맛있습니다.서비스도 감사하고요!
4909,맛2 / 양2 / 배달2 / 양도 적당하고 맛있게 잘먹었습니다
4910,맛2 / 양2 / 배달2 / 보쌈은역시원할머니보쌈!!!
4911,맛2 / 양2 / 배달1 / 양도많고 맛있습니다 서비스도 양이많네요 감사합니다
4912,맛2 / 양2 / 배달2 / 여기에 리뷰이벤트로 고기 더 받았어요맛있고 양도 많네요 잘 먹었습니다!
4913,맛2 / 양2 / 배달2 / 항상 꾸준한 맛으로 자주 시켜먹어요
4914,맛2 / 양2 / 배달2 / 먹느라 사진은 못찍었어요~~  항상시켜먹는 곳이라 맛있어요~~ 보쌈도 맛있지먀 족발이 더 맛있네요~
4915,맛2 / 양2 / 배달2 / 먹은지 30분지나고 찍은건데 아직도 맛남 딴곳은 벌써 딱딱해지고 못먹는데 대만족함
4916,맛2 / 양2 / 배달2 / 보쌈은 여기가 짱이네요 ^^구성 찰지네요
4917,맛2 / 양2 / 배달2 / 양도 많고 맛도 있고 부모님이랑 같이 먹었는데 너무 좋아하세요!!
4918,맛2 / 양2 / 배달2 / 오랜만에 시켰는데 맛있게 잘먹었습니다 서비스도 감사합니다
4919,맛1 / 양1 / 배달0 / 서비스요청하니 사장님께서 다시 잘갔다주심
4920,맛2 / 양2 / 배달2 / 고기가 냄새도 안나고 야들야들 넘 맛있어요!! 국수도 같이먹고~ 떡에도 싸먹고 마늘소스에도 푹 찍어먹고 무김치랑도 먹고 다 넘넘 맛있어요!!!! 포장도 깔끔하고 좋아요~^^
4921,맛2 / 양2 / 배달2 / 배달부터 엄청 빠르게 왔습니다 상에 꽉찰 정도로 많은 서비스까지.. 정말 잘 먹었습니다~
4922,맛2 / 양2 / 배달2 / 역시 맛도 최고 배달도 최고예요
4923,맛2 / 양2 / 배달2 / 진짜존맛탱 양도많고 맛집강추
4924,맛2 / 양2 / 배달2 / 배달도 빠르고 너무 맛있게 잘 먹었습니다!!
4925,맛2 / 양2 / 배달2 / 비오는날엔  막걸리에 보쌈이죠 항상 푸짐하고 서비스도 고맙습니다
4926,맛2 / 양2 / 배달2 / 항상 맛있는집 너무 맛있게 잘먹었네요~~^^
4927,맛2 / 양2 / 배달2 / 보쌈하면 원할머니죠 ㅋㅋ 진짜 맛있게 배불리 잘먹었습니다
4928,맛2 / 양2 / 배달2 / 깔끔하고 맛있어요~
4929,맛2 / 양2 / 배달2 / 보쌈은 원할머니보쌈이 젤 맛나요~👍
4930,맛2 / 양2 / 배달2 / 포장도 깔끔!!! 맛도 깔끔!!! 잘 먹었습니다~~역시 믿고 먹는 보쌈이예요^^
4931,맛2 / 양2 / 배달2 / 맛있어요 요즘 자주시켜먹어요
4932,맛2 / 양2 / 배달2 / 포장깔끔하고 맛도 좋고 아주 만족스러운 식사시간이었습니다
4933,맛2 / 양2 / 배달2 / 별5개 아깝지 않은건 정말 오랜만이예요.너무 맛있구 양도 넉넉하고 서비스도 감사합니다. 배달도 엄청 빨랐어요. 또 주문하러 올께요^^
4934,맛2 / 양2 / 배달2 / 고기 야들야들하고 맵쌈 맵싹하니 맛있어요 잘먹었습니다^^
4935,맛2 / 양2 / 배달2 / 너무 맛있어요^^~~
4936,맛2 / 양2 / 배달2 / 배가 고파 급히 먹다 사진을 못 찍었어요... 맛있게 잘먹었어요~
4937,맛2 / 양2 / 배달2 / 항상 맛있게 잘 먹고 있어요^^고기서비스도 넘넘 감사해요^^
4938,맛2 / 양2 / 배달2 / 전 족발파인데 유일하게 원할머니보쌈만 먹어요...양도 많고 너무 맛있어요 치팅데이 마다 먹을거에요
4939,"맛2 / 양2 / 배달2 / 항상 맛있게 먹는 원할머니보쌈, 변함없는 맛이라 좋습니다. 덕분에 가족들과 함께 좋은 식사 시간 보냈습니다. 감사합니다~^^"
4940,맛2 / 양2 / 배달2 / 항상 맛있게 잘 먹고 있습니다~~오늘도 남김없이 깔끔하게 먹었네요!!^^
4941,"맛2 / 양2 / 배달2 / 이번에도 딸램이 먹고싶다고 노래를 불러 먹었어요. 떡, 무쌈, 배추등에 새우젖 찍어서 야무지게 싸먹습니다. 매운거 못먹는 6살인데 이전에 먹을때 새우젖 맛에 눈떳어요. 깔끔한 포장에 따뜻하게 먹을 수 있어서 그 부분이 제일 맘에 들어요. 게다가 아이까지 잘 먹으니 아이 메뉴 따로 고민 안해도되어 좋습니다. 이번에도 잘 먹었습니다. 번창하세요~^^"
4942,맛2 / 양2 / 배달2 / 완전꿀맛.포장부터 배달까지완벽하네요.자주자주  보쌈먹어야겠네요.음식맛도훌륭합니다
4943,맛2 / 양2 / 배달2 / 오늘은 더 맛있었어요떡삼 예술이네요 ^^ 맛있고 즐거운 저녁식사 되었습니당
4944,"맛2 / 양2 / 배달2 / 김보배 할머니가 원할머니보쌈의 창업자입니다. 김보배 할머니는 1975년 서울 황학도에 간판도 없는 보쌈집을 지었습니다. 그후 박찬희 대표이사에게 회사를 넘겼구요.원조할머니보쌈에서 유래한 원할머니보쌈언제 어디서 사먹어도 실패하지않는 맛은 역시나 원할머니죠,"
4945,맛2 / 양2 / 배달2 / 고기가 좀 퍽퍽햇어요 그래도 먹을만했습니다
4946,맛2 / 양2 / 배달2 / 오랜만에 족발 보쌈이 먹고싶어서 시켰는데 원할머니 주안점 너무 만족하게 먹었습니다~! 혹시나 리뷰 이벤트 있는지 몰라서 입력사항에 적었는데 보쌈 서비스 정말 감사합니다~! 잘먹었습니다.
