index,new_review
2444,맛2 / 양2 / 배달2 / 오늘도 맛있게 잘 먹었습니다. 요청사항도 잘 해 주셔서 고맙습니다.
2445,맛2 / 양2 / 배달2 / 지옥맛 선택.신*떡볶이 와 엽*떡볶이 다 먹어봤는데요.여기 진짜 맛있네요. 양도 많구요. 지옥맛이라고 해서 매울줄 알았는데 다음에는 윗단계 시켜도 될듯합니다. 처음 시켰는데 제 입맛에는 성공입니다. 얹어주신 치즈 토핑 아이들이 너무 좋아했구요. 서비스 쿨피스도 너무 감사합니다. 자주 이용할듯 합니다.
2446,맛2 / 양2 / 배달2 / 양진짜많아요~ 서비스도 챙겨주시고 잘먹었습니다다음에 또 시키겠습니다!
2447,맛2 / 양2 / 배달2 / 딱 적당한 맵단.... 새벽에 떡볶이가 급 땡겨서 시켰었는데 추운 날씨에도 따뜻하게 먹었어요ㅠㅠ 배달해주신분 감사합니다.. 그리고 앞으로 떡볶이는 여기로 시켜야겠어요 인생떡볶이 찾은거같아요!! 사장님 앞으로 잘부탁드립니당🙇‍♀️🙇‍♀️
2448,맛2 / 양2 / 배달2 / 일단 새벽 네시쯤 떡볶이를 시켜먹을 수 있다는것에 놀랐네요 ㅋㅋ 매운걸 잘 못먹는 제 기준으로 약간 혀가 아릿한정도같아요 오뎅으로 했는데 떡도 많이 들어있고 전체적으로 양이 엄청많네요너무 맛있게 잘먹었습니다
2449,"맛2 / 양2 / 배달2 / 떡볶이가 먹고싶어 주문했는데 맛있었어요~ 지옥맛이라 매울줄 알았는데, 맛있게 매운맛이네요! 잘 먹었습니다"
2450,맛1 / 양1 / 배달1 / 너무 맛나고. 양도 많아서. 조아요. 담에 또 시킬께요
2451,맛2 / 양2 / 배달2 / 언제나 맛있습니다 ~~~
2452,맛0 / 양0 / 배달1 / 맛이 세개길래 중간맛으로 시켰는데 달기만 하고 매콤한맛이라곤 찾아볼수가 없었어요 너무 달고 양도 엽떡이나 괴떡 시키면 둘이서 남길정도의 양인데 둘이 가뿐히 먹었어요 리뷰작성한다고 안적어서 솔직하게 먹고 남기는 리뷰입니다 늦게까지 하는 떡볶이집이 없어서 시켜봤는데 두번다신 안시킬거같습니다
2453,맛2 / 양2 / 배달2 / 다른곳은 시키면후회하는데 이집은 항상 맛있게 먹어요 양도많구 ㅎㅎ
2454,맛2 / 양2 / 배달2 / 빠르게 배송 받았구 맛나게 잘 먹었습니다! 맛나게 매운 맛이에요
2455,"맛1 / 양2 / 배달1 / 저번에도 1단계를 시켰고 안맵고 맛있어서 엄마랑 정말 잘 먹었어요! 그래서 이번에는 리뷰까지 하겠다고 하고 받았는데, 다른분들이 안맵다고 한 의견이 많아서 맵기정도를 상향시키신건지 요리중에 착오가 있었던건지 너어어어무 맵네요 ㅠㅠ 잘못받았나 싶어요...허허 이미 둘이 한 젓가락씩 먹어서ㅠㅠㅠ 그냥 먹어보겠습니다 혹시 맵기정도를 올리신거면 알려주세요! 단골이고 싶었는데 쬐끔 아쉽습니당"
2456,"맛2 / 양2 / 배달2 / 오랜만에 주문했는데, 여전히 맛있었습니다. 요청드린것도 친절히 잘 해 주시고 맛있게 잘 먹었습니다."
2457,맛2 / 양2 / 배달2 / 배달빠리고 양많고 맛있네요 소주먹고올게여
2458,맛2 / 양2 / 배달2 / 완전맛있아요!!!!
2459,맛2 / 양2 / 배달2 / 항상 맛나게 먹습니다 감사요
2460,맛2 / 양2 / 배달2 / 양많고 맛있네요~ 근데 지옥맛 인데 맵지  않은게 약간 아쉬웠습니다  다음에는 불지옥으로 시켜야 겠네요ㅋㅋ
2461,맛2 / 양2 / 배달2 / 2단계가 지옥맛이라고 써있어서1단계를 시켰는데 다음에는 2단계를 시켜야 할까봐요~정말 초등학생이 먹을 수 있는 안맵고 달았던것 같아요~그래서 고추가루 좀 더 풀어서 먹었습니다ㅋㅋㅋ
2462,맛2 / 양2 / 배달2 / ㅠㅠ오늘은 주먹밥 안주시네요..하 당연히 주먹밥 올줄 알고 밥안했는데..
2463,맛2 / 양2 / 배달2 / 새벽에 시켜먹을수있는게 넘좋아요 맛나고
2464,맛1 / 양2 / 배달1 / 이것저것 챙겨주고 싶어서 다양한 반찬구성을 두시는것은 감사한 마음이지만 조합이 참 안맞는다는 생각이 들구요. 맛은 그럭저럭 괜찮다만 치즈돈까스는 딱딱 눅눅... 쏟아지는 주문량과 늦어진 배달로 인해 이해는 간다만 그리 썩 괜찮은 식사였다... 라는 느낌을 받지 못하겠습니다. 주문을 잠시 막아두셨으면 좋았겠어요.둘이서 이만큼 시켜서 그런지 양은 많아서 좋았지만 두번 시켜먹고 싶지는 않은 이상하고 오묘한 한끼였습니다. 리뷰이벤트는 끝났는지 제공 안해주셨구요.. 아무쪼록 사람마다 취향은 다른것이니 너무 맘쓰지 마시고 번창하십쇼.
2465,맛1 / 양2 / 배달2 / 굳구리굳굳굳구리굳굳
2466,맛1 / 양1 / 배달1 / 배달이 한시간 넘게 기다렸구요떡볶이에 당면이 들어가 있어 다 뿔었네요...
2467,맛2 / 양2 / 배달2 / 역시 새벽에 떡볶이 땡겨서 시켰는데 너무 맛있어요지옥맛 시켰는데 맵고 좋아요
2468,맛2 / 양2 / 배달2 / 잘받았습니다 역시 맛은 굳 국물도 많이 줘서 좋았네요
2469,맛2 / 양2 / 배달2 / 김말이 대박적 존맛;;;
2470,맛1 / 양2 / 배달2 / 맛있게 잘먹었습니다다만 순한맛은 정말 하나도 안맵더라구여근데 그다음 단계가 지옥인게 아쉽습니다그 사이 맵기단계가 있으면 좋을거 같네요배터지게 먹고도 조금 남네요 ㅋㅋㅋ
2471,맛2 / 양2 / 배달2 / 맛나용 주먹밥 쿨피스 좋습니다~~
2472,맛1 / 양2 / 배달1 / 새벽에 시킬 수 있다는 것은 메리트지만.....너무..너무 늦게 받았어요. 시키고 1시간 30분 뒤에... 양은 진짜 많은데 떡볶이도 떡에 양념이 안베어서 닝닝합니다 ㅠㅠ 먹다가 양념추가하고 다시 끓여서 먹었습니다....
2473,맛1 / 양1 / 배달0 / 배달두 좀 늦으셨어요~~소세지 넣지말아달라했는데 ㅠㅠ
2474,맛2 / 양2 / 배달2 / 서비스 쿨피스랑 주먹밥 감사합니다ㅎㅎ 떡볶이 맛있네요
2475,맛0 / 양0 / 배달0 / 별1개도 아까운 최악A세트에 당면포함인데 아무리 찾아봐도 없어서 전화했더니 A세트는 당면X 라길래 내가 잘못봤나 싶어 전화 끊고보니 당연 당면 포함이고 다른 리뷰들에 당면있음; 다시 전화했더니원래는 당면 안들어간다 내컴퓨터엔 당면이란 글씨가 안보인다 여기저기 다 틀리고(?)사장님만 알고계신다(뭔소린지) 사장님없다 오시면얘기하겠다그리곤 주방이모를 부르시더니 방금A세트 나간거당면 넣었냐고 묻더니 주방이모님은 넣으셨다하시고; 난 없다고 1줄도 없다고 하고 끝. 걍 그런갑다 하고먹는데 먹다 짜증나서 버림 메뉴숙지좀해주
2476,맛2 / 양2 / 배달2 / 너무너무 맛있어요 ㅎㅎ
2477,맛2 / 양2 / 배달2 / 벌써 몇번짼지 너무맛있어요!리뷰 너무 늦게 남겼네요ㅠㅠ
2478,맛2 / 양2 / 배달2 / 오늘은 배달이 조금많이늦었지만 ㅜ 그런게생각안날정도로맛있고 양도많아요 단골입니다 ㅋㅋ
2479,맛2 / 양2 / 배달2 / 너무 많이주셨어요 혼자먹기는 많아요
2480,맛2 / 양2 / 배달2 / 야식엔 역시 떡볶이죠! 너무 맛있어요 ㅎㅎ
2481,맛2 / 양2 / 배달2 / 단골할거같아요 너무맛있어요 양도많구
2482,맛2 / 양2 / 배달2 / 출출할 때 최고에요
2483,"맛2 / 양2 / 배달2 / 오랜만에 주문했는데, 여전히 맛있었네요. 보내주신 주먹밥도 잘 먹었습니다."
2484,맛2 / 양2 / 배달2 / 잘먹었어요배달 빨랐고 요구해로 해주셨어요 다 맛있지만 다른곳보다  어묵  질이 좋네요 👍
2485,맛1 / 양2 / 배달2 / 1단계는 너무 안맵네요~~담엔 2단계로ㅋ
2486,"맛2 / 양2 / 배달2 / 2단계 = 매운거 좋아하시는분들 추천떡이 쫌 얇고 얇은 너낌뭐 생각보다 괜찮음 , 리뷰이벤트 주먹밥인줄 알았는데 콜라옴.."
2487,맛2 / 양2 / 배달1 / 처음 시켜봤는데 너무 맛있었어요!! 다른 브랜드 음식 견주어도 될 정도로 맛있어요~~ 아침에 급 떡볶이 당겨서 문 연 곳 찾아서 급하게 시킨건데 탁월한 선택이었어용~~종종 애용하겠습니다~~다만 배달시간이 예상시간보다 늦어서 좀 아쉬웠어용ㅠㅠ
2488,맛2 / 양2 / 배달1 / 나도모르게 먹다가 아 리뷰..하게댐..
2489,맛2 / 양2 / 배달2 / 맛있게 잘 먹었습니다~~~
2490,맛1 / 양1 / 배달1 / 처음시켜먹어봤는데괜찮았어요 다음에는3단계로먹어보려구요
2491,맛2 / 양2 / 배달2 / 맛있어요.. 오뎅 시켰는데 떡도 엄청많고 아니 그냥 양이 많아요.. 첨에 그릇만 봤을 땐 좀 적은거같은데? 싶었는데 안에 빼곡하게 떡과 어묵이 들어있구요 그러다보니 국물이 적은거같아요. 국물이 적은건 좀 아쉽... 맵기는 중간으로 했는데 맵찔이한텐 적당한 매콤함을 주는 맵기라 맛있었습니다. 그리고 치즈가 너무 맛있어요. 엄청 부드럽고 달달하니 제취향이어서 식어도 좋았어요. 암튼 그냥 최고입니다 배달이 좀 늦은거 빼곤 모두 만족해요!
2492,맛2 / 양2 / 배달2 / 배달은 찍힌대로 정확히 한시간 걸렸구맛있어용
2493,"맛0 / 양0 / 배달0 / 배달 엄청 느렸구요 느려서 그런지 당면,떡 심지어 치즈도 같이 굳었더라구요...충격이였던건 돈주고 만두 들어간 세트 시켰는데 만두뭐에요?? 속은 텅비었고 진심 돌덩이같이 딱딱하고 속에들어간 당면까지 엄청나게 딱딱해서 죄송하지만 음식을 버리게됐어요. 음식물 봉투값까지 되돌려 받고싶구요 배달원분한테 고객 요청사항은 잘좀 지켜달라고 전해주세요 전화부탁드렸는데 벨을 당당하게 누르시네요."
2494,맛2 / 양2 / 배달2 / 양 많아서 배불리먹었어요ㅎ맵기도 딱 좋았어요~~또 주문할게요ㅎ
2495,맛2 / 양2 / 배달2 / 양많고 달달해욤 ㅎㅎㅎ지옥맛은 많이맵진않았어용
2496,"맛2 / 양2 / 배달2 / 포장이 꼼꼼하게 잘왔네요.배달시간은 좀 걸렸지만, 맛있어요~"
2497,맛2 / 양1 / 배달2 / 달달하니 맛있네요 한가지 실망한건 치즈양이 너무 적네요...... 이전엔 많았던 것 같은데 그냥 위에 깨 뿌린정도로만 있더라구요 가격치고는 많이 적은 것 같은데..
2498,맛2 / 양2 / 배달1 / 맛이 좋네유.근데 배달이 좀 늦었네유.그것만 아님 정말 굿
2499,맛2 / 양2 / 배달2 / 양이 어마어마하네요 달달하니 맛있게 잘 먹었습니다 ㅎ 번창하세요 !!!!!!!
2501,맛2 / 양2 / 배달2 / 떡볶이 완전 맛있네요~다음에도 주문하겠습니다
2502,맛2 / 양2 / 배달2 / 새벽에 시켰는데 맛있어요
2503,맛2 / 양2 / 배달2 / 사실 별기대 안하고 시켰었는데 근처 떡볶이매장중 제일 맛있는거 같아요 ㅠㅠ
2504,맛0 / 양0 / 배달0 / 1. 햄 빼달라고했는데도 무시하고2. 이상한 고기 한점 나오고3. 맛은 고추장국물에 떡하고 오뎅 담근맛 (국물은 그냥 끓이기만해서 맹탕. 절대 졸이지않았음)4. 도저히 못먹겠어서 양념 더 추가하고 졸여서 먹는데그마저도 맛이 없음5. 치즈는 올려있는데 싸구려 치즈인지 섞으니까 형체도 없이 사라짐6. 시간은 1시간이나 넘게 걸렸는데 맛있기라도했으면 화라도 안났을겁니다7. 이돈주고 70분 기다린게 열받음8. 하물며 무도 맛이없음
2505,맛2 / 양2 / 배달2 / 양 정말 많고 쿨피스 살짝 얼려주신거 너무 맛있었습니다
2507,맛1 / 양2 / 배달2 / 깜빡하고  열심히  먹다가  사진을찍었네요!처음  시켜본거라 제일  안매운걸로 시켰었는데  다음엔  조금  매운맛ㅇ로 시켜야겠어요!그래도  양도많고  너무  맛있게  잘먹었 습니다!
2508,"맛2 / 양2 / 배달1 / 양도 푸짐하고 맛있었어요!! 주말이라 배달이 많이 몰렸는지, 약간 오래걸려서 당면이 많이 불기는했는데 그래도 만족스러웠어용!!"
2509,맛2 / 양2 / 배달2 / 맛이나요 맛이나 쿨피스1개시켯는데한개더서비스준건 ㅜㅠ
2510,맛2 / 양2 / 배달2 / 맛나요. 배달이 오래걸린거 빼곤.. 배달원분께서도 친절하시네요.
2511,맛1 / 양1 / 배달1 / 맛잇엇어요. .언니집놀러갓다 시켯는데양도 많고 ㅎㅎ담에 또 시킬게요
2512,맛2 / 양2 / 배달2 / 배부르게 잘 먹었습니당 급하게 먹느라 사진을 못찍었네요 ㅠㅠ
2513,맛2 / 양2 / 배달2 / 맛있게 잘 먹었습니다!!
2514,맛2 / 양2 / 배달2 / 너무맛있어요~!! 2단계는 혀가 얼얼할정도이네요~ㅋ 주말에 먹고싶었는데 비가너무많이와서 아쉽게도 오늘 주문했어요^^ 앞으로 자주 시켜먹을게요!!  센스있는서비스도 너무고맙습니다!!
2515,맛2 / 양2 / 배달1 / 양이 많아요. 먹다 지쳐서 자야할거 같아요
2516,맛2 / 양2 / 배달2 / 먹다가 중간에찍었네요ㅠㅠ 완젼짱이었어요👍🏼
2517,맛2 / 양2 / 배달2 / 감사합니다 맛있게 잘 먹었습니다. ~ :)
2518,맛1 / 양2 / 배달2 / 쿨피스 얼려와서 짱좋았어요 양이너무많아서 국물이안볼정도였어요
2519,맛2 / 양2 / 배달2 / 음식양이 푸짐하네요~ 아침부터 떡볶이 먹고싶었는데 파는곳이 있어서 다행입니다!
2520,맛0 / 양0 / 배달0 / 먹고 나서 아침에 배가 너무 아팠어요.ㅠㅠㅡㅡ
2521,맛1 / 양2 / 배달2 / 처음 시켜봤는데 맛있네용
2522,맛2 / 양2 / 배달2 / 맛있습니다 자주 먹어요
2523,맛1 / 양1 / 배달1 / 이번에는 저번과 다르게 잘왔네요 잘 먹었습니다ㅎㅎ
2524,맛2 / 양2 / 배달2 / 정 넘치게 주셔서 인덕의 배가 불러옵니다... 국물 떡볶이...마시다 시피 후루룩 먹고... 그러고도 남은 국물에 주먹밥 찍어 먹고 있습니다.이른 새벽아침 부터 주문해서 죄송하고요... 만들어주시고 가져다 주신 우주팀께 고맙습니다.
2525,맛1 / 양0 / 배달2 / 오뎅 시켰는데 떡이 더 많네요 ㅠ ㅠ 자주 오뎅 시켜 먹었는데 이런 적 처음이라 아쉽네요..ㅠ
2526,맛0 / 양2 / 배달2 / 닭발  좀  탓슴........
2527,맛2 / 양2 / 배달2 / 오랫만에 재 주문 했네요. 오늘도 맛있게 잘 먹었습니다.
2528,맛2 / 양2 / 배달2 / 새벽에 시킬데가 없어서 시켰는데맛있고 양도 많아요떡 양이 다른집보다 훨 많음서비스 주먹밥도 고맙슴다 (김뿌리기 전 찍음)음료도 큰걸로 주심단무지 안좋아하는데 치킨무로 주시네요 굿
2529,맛2 / 양2 / 배달2 / 이건뭐 별5 줄수 밖에 없네요순한맛이라 그런지 첫맛은 밍밍했는데먹다보니 계속 들어가네여여기 맛집인정
2530,맛2 / 양2 / 배달2 / 리뷰 보고 혼자 먹을 수 있을지 걱정했는데 실제로 보니 생각보다 더 어마무시한 양이네요 ㅋㅋㅋ 맵지 않고 맛있어요~
2531,맛1 / 양0 / 배달0 / 리뷰이벤이라고 해서 적었는데도 주먹밥을 받지 못 했네요 배달도 늦게와서 좀 그렇고 분명 일회용품 안쓴다고 했는데 보내고 비대면 요청했는데 문두드리고 전반적으로 실망입니다ㅠ
2532,맛2 / 양2 / 배달2 / 제가 떡볶이 좋아하는데 매운걸 못먹어요 ㅠ제가 유일하게 먹을 수 있는 음식점이에요!떡볶이 소스가 좀 더 걸쭉하면 좋겠어요! 약간 국물 같은 느낌? 그래도 너무 맛있아요~~쿨피스도 감사합니다
2533,맛2 / 양2 / 배달2 / 배달이 새벽이라그런지 엄청빠름떡볶이는양도많고 하나도안매워요닭발도 안매움..닭발하면..쿨피스 계란찜주먹밥해서 매운맛에 씩씩대며먹는건데..닭발만먹어도  될정도로안매움. ㅜㅜ게다가 닭발을 야채와볶아서 주시는건줄모르고 일반닭발을 생각해서그런지 아쉬웠어요.
2534,맛2 / 양2 / 배달2 / 신당 떡볶이보다 맛있네요^^
2535,맛2 / 양2 / 배달2 / 양도 많고 24시간이라 늘 애용하고 있어요!늘 예상시간대로 배달오던 곳인데 조금 늦어서 연락드려보니 친절하게 안내해주시고 얼마 후에 배달 와서 잘 먹고 있습니다! 가끔 늦게보내놓고 적반하장인 곳이 많아서 보통 그런 곳은 취소하는 편인데 여긴 잘 안내해주시고 친절하게 대해주셔서 정말 좋았어요 늦어도 기분 좋게 야식 먹네요!! 그리고 주시쿨 파인애플에서 자두로 바뀌어서 너무 좋아욬ㅋㅋㅋㅋㅋ👍🏼
2536,맛1 / 양1 / 배달1 / 하튼  잘  맛있게  먹었습니다항상 추천합니다
2537,맛2 / 양2 / 배달2 / 맛있게 잘먹었어요>< 치즈가 달달하고 고소해서 맛있네요~
2538,맛0 / 양0 / 배달1 / 리뷰 작성한다구 적었는데...주먹밥 안 오고..주문표만 보시는 듯 그리구 먹다가 배 아팠네요 치즈 상태도 이상한 것 같고..여태 시켰던 곳 중 최악입니다
2539,맛2 / 양2 / 배달2 / 아이들과 같이 먹었는데..잘 먹네요..아직 어려서 매운거 못먹는데...맵지도 않고 맛있어요..감사합니다 ~
2540,맛2 / 양2 / 배달2 / 양이진짜어마어마하게많아요 ㄷㄷㄷㄷ담에 생각날때 또 주문할듯요 잘먹었습니다 사장님♡
2541,맛2 / 양2 / 배달2 / 역시 존맛~~~~~~~~~~~~
2542,맛2 / 양2 / 배달2 / 새벽에도 배달이 되는게 넘 좋았습니다. 떡볶이도 맛있고 양도 많아요. 다음번에 3단계 도전!
2543,맛2 / 양2 / 배달2 / 음식도 맛있고배달 아저씨도 착하시고배달도 빠르고양도 많아요!!다음에도 여기서 시켜 먹을게요!!
2544,맛2 / 양2 / 배달2 / 오늘도 너무 맛있게 목었어요!
2545,맛2 / 양2 / 배달2 / 야밤에 시켜먹기 딱 좋아용! 포장도 완벽
2546,맛2 / 양2 / 배달2 / 2인분인줄. 알고 시켰는데 양이 장난아니네요
2547,맛2 / 양2 / 배달2 / 저렴한 가격에 다채롭게 즐길 수 있어 좋네요. 떡볶이는 양이 굉장히 많은 편입니다. 화끈한 맛을 느끼고 싶어서 지옥 단계로 시켰는데 그렇게 맵지는 않았던 것같아요. 매운음식 잘 드시는 분들은 제일 매운 단계로 시키셔도 될 것 같아요. 맛있게 잘 먹었습니다.
2548,맛0 / 양0 / 배달0 / 배달도 예상시간보다 20분이나 더 지체가 되고 연락도 없으시고 치즈는 딱딱하게 굳어버리고 오뎅은 불어터져서 젓가락으로 집으면 다 끊어져버리고 돈까스는 소스도 없고 만두는 찍어먹을 떡볶이 국물이 없고 참치마요 주먹밥만 먹고 다 버려 버렸습니다
2550,맛2 / 양2 / 배달2 / 맛있습니다 맵기 조절이 가능한게 너무 좋아요 ! 만두 매우 바삭해서 국물에 찌거 먹으면 환상입니다
2551,맛2 / 양2 / 배달2 / 혼자 먹기엔 양이 어마무시하네요ㅋ예전보다 치즈양이 줄어서 조금은 아쉽습니다ㅜㅜ
2552,맛2 / 양2 / 배달2 / 음 맛있습니다ㅎㅎ 굳이에요
2553,맛2 / 양2 / 배달2 / 잘먹었습니다. 맛있어요
2554,맛2 / 양2 / 배달2 / 닭도리탕은 늘 여기서 시켜먹습니다 최고
2555,맛2 / 양2 / 배달2 / 너무 맛있었어요 다음에 또 시킬것깉아요ㅎㅎ
2556,맛2 / 양2 / 배달2 / 후회없는 주문선택맛있어요
2557,맛2 / 양2 / 배달2 / 빠른배달 맛있는음식 감사합니다!치즈랑 고구마가 담백하고 맛있어요!
2558,맛1 / 양2 / 배달2 / 잘먹었습니다 잘먹었어요
2559,맛2 / 양2 / 배달1 / 양 많고 맛있었어욤
2560,맛0 / 양1 / 배달1 / 배달도 빨리오고 양도 많아서 잘시켜먹었었는데 떡볶이 양념이 거의 없어서 맛도 밍밍하고 안에 내용물도 다 떡져서 왔네요 떡볶이양념에 만두는 커녕 떡이랑 오뎅에도 소스가 안묻어서 무슨맛인지 모르겠어요 여태 시켰을때중에 제일 실망입니다
2561,맛0 / 양2 / 배달2 / 흠...흠..........
2562,맛2 / 양2 / 배달2 / 너무 맛있어요ㅜㅜ 비법이 궁금해지는 정도! 만두도 엄청 바삭바삭한게 최고..👍 그리고 쿨스타 보내주셔서 넘 감사해요ㅠ 매운거 잘 못먹는데 없었으면 매워서 죽을뻔 했어요🤣
2563,맛2 / 양2 / 배달2 / 떡볶이 오랜만에 먹었는데 맛있게 먹었습니당ㅎㅎ
2564,맛2 / 양2 / 배달2 / 맛도있고 양이 안줄어들어요~^^자주 시켜먹겠습니다
2565,맛0 / 양0 / 배달0 / 먹지도못해서 다버림배달늦게와서
2566,맛2 / 양2 / 배달2 / 오늘도 따뜻하고 맛있게 잘 먹었습니다
2567,맛2 / 양1 / 배달2 / 리뷰이벤트 주먹밥 준다해서추가안했는데 ㅠㅠ 주먹밥 누락.... 짜증 사진안찍어올릴꺼임 주먹밥 안줫으니까
2568,맛2 / 양2 / 배달2 / Nice—————-
2569,맛2 / 양2 / 배달2 / 맛있어용 양도 많아요 잘먹었습니다 서비스 감사합니다
2570,맛2 / 양2 / 배달2 / 맛있어서 이틀만에 또 주문했네요. 서비스도 잘 받았습니다.
2571,맛2 / 양2 / 배달2 / 잘 도착 했어요 안늦구용감사합니다
2572,맛2 / 양2 / 배달0 / 잘먹었습니다~~~^^
2573,맛0 / 양1 / 배달0 / 리뷰이벤트 뻥이에요 아무것도 없음 라이더는메모를 읽지두 않습니다ㅠㅠ
2574,"맛2 / 양2 / 배달2 / 양 많고, 맛있고, 배달도 빠르고 잘 먹었습니다. 주먹밥도 서비스로 주셔서 감사합니다."
2575,맛2 / 양2 / 배달2 / 배달도 빠르고 양많고 무엇보다 떡볶이 진짜 맛있어요-!! 리뷰 처음쓰는데 완전 만족입니다-!!
2576,맛2 / 양2 / 배달2 / Nice。。。。。。。。
2577,맛2 / 양2 / 배달0 / 양두 푸짐하구 맛두 너무 좋았어요 매운거 좋아하는 분들은 넘 좋을거 같네요 하나 아쉬운점은 배달이 느려서 당면 많이 불어서 왔네요 ㅠ ㅠ
2578,맛1 / 양2 / 배달2 / 맛이 좋군요양 또한 대단하네요
2579,맛2 / 양2 / 배달2 / 리뷰 10건 보고 처음 주문 했는데~ 민족 100% 찐~찐~
2580,맛2 / 양2 / 배달2 / 이동네 처음 떡볶이 시켰는데 실패하면어쩌나 고민한거랑 다르게 맛있게 잘먹었습니다 자주시켜먹을게요 많이파세요!!^^다른곳 리뷰들 쓸때 맛있다 라는말 잘안쓰는데여기는 찐입니다
2581,맛2 / 양2 / 배달2 / 잘 먹엇습니다 히히히히
2582,맛1 / 양2 / 배달2 / 쌀떡을 좋아하기 때문에 떡이 밀떡인게 조금 아쉬웠지만 나머지는 만족
2583,맛2 / 양2 / 배달2 / 맛있게 잘먹었습니다~~~
2584,맛0 / 양1 / 배달1 / 맛없음 사진과 다름 개실망
2585,맛2 / 양2 / 배달2 / 부족한게없네요 자주 먹을게요
2586,맛2 / 양2 / 배달2 / 떡볶기 생각날때는 📡📣7학년 떡볶이 무조건~~무조건이야~~~👍👏👏 찐찐찐찐~~찐이야~~~👍👍🎵🎶 쿨피스 서비스에 주먹밥까지 리스펙~!!👍🙌👏 실화임ㅎ😂 양두 많구 치즈까지 맛도 배달도 모두 최고에유ㅎ사장님 맛나게 잘먹었어유💞💖👍 강추!! 합니다융👏🙌 드셔들 보셔융ㅎㅎ
2587,맛2 / 양2 / 배달2 / 진짜 너무맛있고 양도 둘이서 먹었는데 반이나 남길정도.. 담에 또 시켜먹을께용ㅜㅜ 정신없이 먹느라 사진을 못찍었습니다앙
2588,맛2 / 양2 / 배달2 / 양보고 놀랐어요~푸짐합니다  맛도 너무좋고 다음에 또 주문해먹겠습니다 번창하세요~^^
2589,맛2 / 양2 / 배달2 / 맛있게 잘먹엇습니다~ 주먹밥도 겁나맛있구요 ㅎ 근데 치즈가 툭툭다 끊겨잇음 ㅜㅜ
2590,맛2 / 양2 / 배달2 / 늦은 시간에 배고파서 시켜먹었는데 너무 맛있었고 양이 진짜 진짜 많아요 리뷰 이벤트로 주신 주먹밥까지 잘 먹었습니다!
2591,맛2 / 양2 / 배달2 / 닭도리탕 먹고싶을땐 항상 여기서 시켜먹어요ㅋㅋㅋ너무 맛있어요 배달원분도 친절하시고 좋은하루되세요
2592,맛2 / 양2 / 배달2 / 처음 시켜먹어보는데 엄청 맛있네요옹! 양도 많고 맛도 제 스타일입니다:) 번창하세요 사장님~
2593,맛2 / 양2 / 배달1 / 배달 기다리는게 많이 힘들었어요ㅎㅎ 오자마자 사진찍고 리뷰하고 먹어요!! 서비스두 잘받구 양이 엄청나네요!! 잘목겠습니다.
2594,맛2 / 양0 / 배달2 / 맛있어요! 근데 양은 좀 다른데에 비해서 아쉬워요!!
2595,맛2 / 양2 / 배달2 / 양도 많고  깔끔하고 따뜻하게 왓어요   잘먹을게요
2596,맛2 / 양2 / 배달2 / 영많아요 살짝더매콤하면 좋앗을탠데
2597,맛0 / 양0 / 배달0 / 헐 할말이없넹 대박느림ㅠㅠ
2598,맛2 / 양2 / 배달2 / 맛있어요 국물이 달짝지근 하니 어린애들이 딱 좋아할만한 맛이네요 ㅋ근데 아쉬운점은 조금 너무 달다고 해야되나 그래서 먹다보면 단무지나 김치같은게 좀 땡겨요
2599,맛2 / 양2 / 배달2 / 떡볶이 생각한것만큼 맛나네요
2600,맛2 / 양2 / 배달1 / 맛나게 먹었습니다.
2601,맛1 / 양2 / 배달1 / 배달도 빠르고 양이 엄청 많았어요
2602,맛2 / 양2 / 배달2 / 맛있고 포장이 뜯기 쉽게 깔끔해서 너무 좋았어요!-!매운 거 잘 못 먹는데 안 맵고 좋아요!-!
2603,맛1 / 양1 / 배달2 / 제가 매운거 못먹는 편이라 1단계초등학생으로 주문했는데 맛도 맛있고 양도 많아서 좋아요^-^
2604,맛2 / 양2 / 배달2 / 새벽에 잘먹었습니다~
2605,맛2 / 양1 / 배달1 / 떡볶이도 쫄깃하고 양도 괜찮고 맛있네요! 서비슨진 모르겠지만 음료수 감사합니다.🙏
2606,맛1 / 양2 / 배달1 / 양은 많고요 배달은 예상시간안에 오셨어요.근데 전 오뎅볶이를 주문해는데 떡볶이가 왔네요 ㅜㅜ
2607,맛1 / 양2 / 배달1 / 양두많구 맛있었어요 조금아쉬웠던점은 조미료 맛이좀 강한듯했어요
2608,맛2 / 양2 / 배달2 / 최고
2609,맛2 / 양2 / 배달2 / 맛있어요 양도많고 ㅎㅎ
2610,맛1 / 양1 / 배달2 / 맛있어요~~~냉면도 맛나구염
2611,맛1 / 양2 / 배달2 / 그냥 딱 생각했던 국물떡볶이에요. 무난하게 국물떡볶이나 시켜먹을까 하시는분들에게 추천해요. 배달도 빠르고 양도 푸짐해요.
2612,맛1 / 양1 / 배달1 / 맛에 반했었다가 처음으로 실망이요~배달은 80분 걸렸고 당면이랑 떡볶이 땅띵 불어서 국물도 하나도 없고 이맛도 저맛도 아니네요 기다린 보람이 없네요
2613,맛1 / 양1 / 배달2 / 배달오고 사진찍어놨어야하는데 오자마자 먹기바빴어요 중간에 찍어놔서 좀그렇지만맛과양도 괜찮았습니다 처음 시켜봤는데 나중에 또 주문할게요
2614,맛2 / 양2 / 배달2 / 맛있어요. 자주시켜먹어도
