,new_review
1456,맛2 / 양2 / 배달2 / 맛도 배달도 모두 굿이예요:) 멀리까지 정성스럽게 와주셔서 눈물이 ㅠㅠ
1457,"맛2 / 양2 / 배달2 / 사장님 너무 친절 하시고 맛, 서비스, 배달 모두 다 최고입니다."
1458,맛2 / 양2 / 배달2 / 너무 맛있어서 깜짝 놀랐어요 엄청 신선하고 구성도 좋아서 아버지께 칭찬 들었어요 ㅎㅎㅎ 지난번엔 일반으로 시켰고 이번엔 스페셜라인 했는데 돈 좀 더 주고 돔으로 먹는게 훨씬 낫네요. 아주 쫄깃쫄깃 잘먹었습니다!
1459,맛2 / 양2 / 배달2 / 식감 좋고 맛있어용 ㅎㅎ
1460,맛2 / 양2 / 배달2 / 신선하고 맛 좋아요
1461,맛2 / 양2 / 배달2 / 양도 많고 회도 신선하고 좋았습니다다음에 또 이용할께요
1462,맛2 / 양2 / 배달2 / 회를 배달로 주문한다는게 좀 어색했지만 평점믿고 주문해 봤습니다. 결과는 대 만족입니다. 음식도 신선하고 배달기사님도 친절하셨습니다. 앞으로 단골 될거 같습니다. 집에서 편안하게 노량진의 신선한 회를 맛 볼수 있어서 기분 좋네요~
1463,"맛2 / 양2 / 배달2 / 배달이 예상 시간보다 30분 더 일찍 왔어요.상추, 마늘, 고추가 없고 회 두께가 균일하지 않은게 아쉽지만 양도 많고 맛있어요."
1464,맛0 / 양0 / 배달2 / 항상 시켜먹었는데 오늘은 좀 싱싱한 감이 덜했습니다 다음에 다시 시킬 때는 싱싱한 애들로 잘 부탁해요 여태까지 대방어가 최고 였슴
1465,맛2 / 양2 / 배달2 / 날도 흐린데 시간 맞춰 잘 왔어요~ 양도 많고 맛있게 잘 먹었습니다!! 또 주문할 것 같아요🙊
1466,맛2 / 양2 / 배달2 / 맛있습니다 푸짐하고
1467,맛2 / 양2 / 배달2 / 정말 싱싱하고 좋아요.  시간만 잘지켜지면 좋을것같아요
1468,맛2 / 양2 / 배달2 / 사진을 미처 못 찍었지만. 박스 포장으로 포장상태도 너무 좋았고 배달시간도 딱 맞춰주셨어요~ 무엇보다 회가 너무 싱싱해서 맛있게 잘 먹었습니다! 단골집으로 찜했슴니다 번창하세요!
1469,맛2 / 양2 / 배달2 / 소짜리 시켰는데 양이 꽤 많아요 매운탕은 배불러서 못먹고 내일 먹으려규요ㅠㅠㅠ 그리고 배달해주시는 분께서 넘나 친절하셨어용
1470,맛2 / 양2 / 배달1 / 싱싱하고 맛있어요
1471,맛1 / 양2 / 배달2 / 전혀 가게를 비방하거나 영업 방해하게할 마음이 없음을 밝힘니다..회를 미리 떠놓은걸 주셔서 죄다 퍼석퍼석하고 쫄깃하거니 탱글한맛이 없어요.우럭은 정말 최악일정도에요. 쫄깃탱글 식감으로 좋아하는데 퍼석해서 쫄깃이나 탱글은 찾아볼수가없어요처음 구성이나 양보고 이가격이면 가성비최고라 생각했는데 이렇게 떠놓으신 회인줄 알았으면 안시켰을거같아요. 어플에 문제가 있어서 대응이나 전화통화는 엄청 친절하셨어요. 그리고 두껍게 떠달라고했는데 이미떠놓은걸 주셔서그런지 두껍지 않네요
1472,맛2 / 양2 / 배달2 / 양도 많고 맛있었어요~~^^
1473,맛2 / 양2 / 배달2 / 맛잇어요.. 새벽에 노량진에서 맛난 회가 배달이 되다니.. 충격과 맛에 사로잡힘
1474,맛2 / 양2 / 배달2 / 배달회최고퀄리티임 ㄹㅇ
1475,맛2 / 양2 / 배달2 / 불금인데 불구하고너무 일찍 배달해주셔서감사합니다 맛도 양도 진짜 짱짱 !잘 먹었습니다
1476,맛2 / 양2 / 배달2 / 너무 푸짐하게  주셔서  배불리 먹어써요!배달은 조금  아쉽워요!맛있게먹어습니다!번창하세요!
1477,맛2 / 양2 / 배달2 / 벌교아줌마의 모듬회는항상 옳습니다.^^하하 호호 웃으며 맛있게 먹었습니다.🤗
1478,맛2 / 양2 / 배달2 / 다먹어 버려 사진은 없지만먹을때마다 감동입니다.~~^^
1479,맛2 / 양2 / 배달2 / 완전 강력추천!!!솔직히 나만 알고싶은 맛집이네요ㅠㅠ잘먹었습니다
1480,"맛2 / 양2 / 배달1 / 회양이 많고 풍성해서 좋았습니다.  매운탕도 맛있었습니다배달시간이 길고,젖가락이  없어서아쉬웠습니다."
1481,맛2 / 양2 / 배달2 / 너무 맛있어요 ㅎㅎ 너무 맛있는데 ㅠㅠ 무슨 생선인지 너무 궁금해요!! 알려주세요 ㅎㅎ 두번째 먹는데 대박입니다
1482,맛2 / 양2 / 배달2 / 주말에 시켰는데도 주문하고 한시간만에 받은 거 같아요ㅎ  회 두껍게 썰어달라고 했는데 식감도 너무 좋고 싱싱하고 양도 많고 너무 맛있었어요!!다음에 또 주문할게요 잘먹었습니다.
1483,맛1 / 양2 / 배달2 / 양도많고 회도 도톰하니 좋았어요
1484,맛2 / 양2 / 배달2 / 너무 푸짐하고 맛있었어요~
1485,맛2 / 양2 / 배달2 / 맛있어요 배달도 빠르네요
1486,맛2 / 양2 / 배달2 / 맛있게 먹었습니다. 요청사항 다 들어주시고 감사합니다.
1487,맛2 / 양2 / 배달2 / 항상 맛있게 잘 먹고 있어요 ~~~
1488,맛2 / 양2 / 배달2 / 사장님 친절하시고 맛도 좋고 신선하고 양도 많습니다.리뷰 잘 안 쓰는데 넘나 친절하시고 회도 싱싱해서 감동입니다.
1489,맛2 / 양2 / 배달2 / 1점씩 먹다가 사진 찍엇네요주문후 1시간 이내에 금방 왔어요회 종류도 많고 다 맛있었어요~
1490,맛2 / 양2 / 배달2 / 성의있고 빠른 배송 감사드립니다
1491,맛2 / 양2 / 배달2 / 배달이 좀 늦지만 회가 맛있어서 시켰는데 생각보다 빨리 왔어요~ 맛있게 잘 먹었습니다~ 락교 생강 새우 이런거 안먹어서 빼달라고 부탁드렸는데 다 빼주셔서 감사했어요~ 근데 젓가락 포함으로 했는데 젓가락을 안주셨네요ㅜㅜ
1492,"맛1 / 양1 / 배달1 / 가격에 적당한 양, 맛입니다모듬회밖에 없어서 아쉬워요  좋아하는회 두종류정도만 주문하고 싶은데 다른곳 주문하려다 노량진수산시장이라 그래도 회는 수산시장하고 주문했어요. 광어지느러미가 빠진회는 좀 속상..."
1493,맛2 / 양2 / 배달2 / 푸짐합니다 안먹던 회종류도 있었는데 좀 바다 비린 냄새도 났지만 양이 많았어요
1494,맛2 / 양1 / 배달2 / 둘이 먹기에 괜찮습니다 ^^
1495,맛1 / 양1 / 배달2 / 배달이 너무 빨라서 놀랐어요.
1496,맛2 / 양2 / 배달2 / 방문해서 잘 가져와서 먹고 있는 중 배달이 갑자기 와서 놀랬어요.아무레도 방문했을때 좀더 제가 신경썼어야했는데 죄송합니다.ㅠ다음에는 전화로 신청해서 받아가야 겠네요.배달온것이 제가 요청했던데로 왔을꺼같은데... 덥죽 받아간것이 잘못이었네요ㅠ다시 한번 죄송합니다...
1497,맛2 / 양2 / 배달2 / 이사전부터   이사온곳까지  쭉  단골입니다다른집회  못맛어여
1498,맛2 / 양2 / 배달2 / 항상 맛있게먹고있습니다.
1499,"맛0 / 양1 / 배달0 / 코로나로 인한상황에 나쁜글은 전혀 쓰고싶지않지만, 8만5천원주고 시킨거에 쌈장2개, 간장을 저렇게 작은걸로 2개, 와사비도 안주시고 좀 너무하지않나 싶네요. 그리고 생선들도 숙성을 지나치게해서 거의 식감이 눅진하고 쾌쾌한냄새도 심합니다. 요즘같은 날씨에 이건좀 위험하다 싶네요. 좋은음식과 좋은 시간을 보내려했는데, 음식이 영 ... 리뷰보고 시키시는분들은 믿거 하세요."
1500,맛2 / 양2 / 배달2 / 맛았어요푸짐하구요썰기 보통으로 했는데 엄청 큼지막하게 썰러왔네요그래도 양이 제법 됩니다.
1501,맛2 / 양2 / 배달2 / 맛나요 양많구요 번창하세요
1502,맛2 / 양2 / 배달2 / ㅎㅎ 너무 잘먹었습니다. 배달이 40분만에와서 당황했어요..(90분 정도 생각했는데) 맛있게 먹었습니다.
1503,맛2 / 양2 / 배달2 / 매번 푸짐하게 잘먹고있습니다.
1504,맛2 / 양2 / 배달2 / 역시 너무 맛있네요.번창하세요~
1505,맛2 / 양2 / 배달2 / 좋아요 ㅎㅎㅎ맛나요 굳
1506,맛2 / 양2 / 배달2 / 간만에 아주 푸짐한 회를 맛나게 먹어본것 같아요.회도 깔끔하게 맛도 좋아서 만족해요
1507,"맛2 / 양2 / 배달2 / 신선한 회를 집에서 맛볼 수 있어 참 좋았습니다.개인적으로 스끼다시를 잘 안먹다 보니 다른 횟집에서시켰을 때 항상 음식물 쓰1레기와 일회용기가 많이 나와서별로 였는데 딱 필요한 장만 와서 좋았습니다.다만, 아쉬웠던 부분은 회랑 함께 싸먹을 만한 상추라건지고추, 마늘이 없었는데 기본 구성에 포함 되어있지 않다면사이드로 추가할 수 있도록 되었으면 더 좋았을 것 같습니다."
1508,맛2 / 양2 / 배달2 / 6점
1509,맛2 / 양2 / 배달0 / 맛있는데... 예상시간 지나서 출발하고 퀵이라서 바로 도착할 줄 알았더니 여러 집 들러서 오나보네요. 최근에 예상시간 내에 배달받았다는 리뷰가 많아서 기대했는데 저는 두시간 반 정도 기다렸습니다. 회는 맛있었고요 매운탕거리에 야채는 없지만 푹 끓였더니 맛있었어요~
1511,맛2 / 양2 / 배달2 / 맛있어요 두툼한것도 괜찮은거같아요 ㅎ
1512,"맛0 / 양1 / 배달1 / 정말 맛없습니다.숭어만 보통맛이고, 나머지 회는 물컹 물컹 흘러내리고, 냄새나고 정말 인생에 있어서 최악의 회입니다. 노량진 수산시장에가서 단골집에서 직접 사와도 되는데, 요기요에서 처음으로 주문해 봤는데, 심하게 자책 하고 있습니다."
1513,맛2 / 양2 / 배달1 / 양도 많고 신선하고 정말 맛있었어요~~ 주말이고 비도오고 그래서 미리 시킨 덕분에 시간 맞춰 먹을 수 있었어요 3시간 30분 정도 걸린 것 같네요 고생하셨습니다다만 대충이라도 배달 예상 시간을 알 수 없어서 하염없이 기다려야만 하는게 조금 아쉽긴 하지만 맛과 양이 보상해주네요 번창하세요.
1514,맛1 / 양1 / 배달0 / 양은 많아요. 회는 활어회 아니고 숙성회 느낌... 많이 숙성된 숙성회
1515,"맛2 / 양2 / 배달2 / 둘이서 배터지게 먹음. 주문은 항상 미리하고, 숙성하듯 받아서 냉장고에 뒀다 먹으니 탱글하니 싱싱함. 소문듣고 시켰는데 만족스러움. (선어보해네은미)"
1516,"맛2 / 양2 / 배달2 / 이번주에 두번이나 주문해 먹었습니다.회도 좋고 양도 많고 특히 주시는 매운탕 거리로 끓인 매운탕이 일품이었어요.배달도 총알이여서 깜놀했네요. 저녁 7시30분 이후에 주문했더니 5,000원 추가 배달비 붙은 건 좀 그랬지만 맛있게 먹었어요.담주에도 또 주문해 먹은 계획입니다."
1517,"맛2 / 양1 / 배달0 / 주문 누락되서 3시간후에 받았어요 맛있기는했는데 진짜 취소할까 말까 고민많이했는데 그냥 받았습니다 ㅠ 오실때도 저는 주소 신주소로 적었는데 어디서 전달이 잘못됐는지는 모르겠는데 영수증보니까 구주소로 적혀있더라구요 그래서 또 한참 헤매셔서 빌라바깥까지 나가서 기다렸습니다,,, 주소 입력하실때 신주소로 적어주세요"
1518,맛2 / 양2 / 배달2 / 양많고 맛있고 신속배달
1519,맛2 / 양2 / 배달2 / 괜찮아유 모든이라 양도 많고 노량진회를 배달해 먹으니 좋아요
1520,맛2 / 양2 / 배달2 / 보통도 두꺼운거 같아요. 두꺼워서 그런지 회맛이 맛있었요.
1521,맛2 / 양2 / 배달2 / 저랑 남자친구랑 음식 많이 가리는 편에 둘 다 회 좋아하는데 둘 다 너무 만족하고 심지어 저보다 제 남자친구가 특히 ㅋㅋㅋ 뭐 맛있다고 잘 안하는데 자기가 제일 좋아하는 스타일의 광어라며 엄청 좋아하더라구요 ㅋㅋㅋ 맛도 좋고 양도 둘이 배부르게 먹을정도는 됐어요 !!! 만족만족 또 시킬거에요 크
1522,맛2 / 양2 / 배달2 / 좋았어요! 비오는 날 배달해주셔서 감사합니다
1523,맛2 / 양2 / 배달2 / 기대이상으로 양도 많고 맛도 좋았어요. 배달도 빨리 왔네요. 다음에도 변함없는 맛 기대하겠습니다~
1524,맛2 / 양2 / 배달2 / 비오는 날이라서 좀 늦겠거니 했는데 빨리와주셔가지구 덕분에 더 맛있게 먹은거 같습니다. 요청사항 잘 해주셔서 감사합니다.^^
1525,맛2 / 양2 / 배달1 / 오호 아주기다린보람이잇어요 ㅎㅎㅎㅎㅎ퀵비아깝지않네요ㅋㅋㅋ근데 소자리는.전복은 포함이.안되나바여 ㅠㅠㅠㅠㅠ
1526,맛2 / 양2 / 배달1 / 맛있어요!양도 많고 좋았어요
1527,맛2 / 양1 / 배달2 / 맛있어영그런데 소짜랑 중짜 양 차이가 크지않메영
1528,맛2 / 양2 / 배달2 / 진짜 배달도 빨리왔구 가성비 짱입니다너무너무 잘 먹었습니다 사장님자주시켜먹을게요!!!
1529,맛2 / 양2 / 배달2 / 거리가 멀어서 배달시간이 긴거빼곤 ㅜㅜ 정말 완벽하고 먹을때마다 만족합니다
1530,맛2 / 양2 / 배달2 / 양도 많고 배달도 나름 빠르고 친절하시고 신선하고 맛있어요 잘 먹었습니다~~
1531,"맛2 / 양2 / 배달2 / 맛있어요ㅎㅎ 감성돔, 딱돔, 참돔 이 3가지는 먹을 기회가 많이 없어서 시키게 되었는데, 정말 맛있네요! 특히 빨갛게 표시한 게 제일 맛있어요ㅎㅎ"
1532,맛2 / 양2 / 배달2 / 맛있게잘먹었습니다.락교많이주셔서 감사합니다.여러번시켰는데 항상 변함없는거같네요또주문할께요~
1533,맛2 / 양2 / 배달2 / 배달해주신 분이 너무 친절하고회 양도 많고 맛있었습니다잘 먹었습니다😀
1534,맛2 / 양2 / 배달2 / 회가 양도 많고 맛도 좋고 두께도 좋습니다. 방문포장 힘든 사람들을 위해 계속해서 배달서비스 해주시면 감사하겠습니다.
1535,맛0 / 양0 / 배달2 / 개인적으론 그냥그래요..
1536,맛2 / 양2 / 배달2 / 생각보다 일찍 도착해서 좋았구항상 회 두께에 감동이에요또 주문할께요!!!!
1537,맛2 / 양1 / 배달2 / 주말에는 몰린다길래 2-3시간 생각하고 주문했는데 처음 안내받은 90분에 거의 맞춰서 왔어요!  양은 생각보다 많지는 않은거 같아요 ㅠㅠ 퀵비가 추가로 안나와서 그럭저럭 만족합니다.!
1538,맛2 / 양2 / 배달2 / 돼지방어 넘 맛있어서 두번 째 시켰어요.저희 엄마는 한달에 한번은 시켜야 한다며 돈 없지만 맛있어서 시도 해보기로 했어요! 앞으로도 잘 부탁해욥사진은 엄마손과 회에요! ㅎㅎ
1539,맛2 / 양2 / 배달2 / 회 두껍게 선택했는데 몇점 먹으니 배부르네요ㅎ담엔 보통으로해야겠어요일요일 오전 주문했는데 배달예상시간 맞춰 도착했고맛있게먹었네요.
1540,맛2 / 양2 / 배달2 / 포장에 지난번보다 조금 부실해 졌네용 하지만 뭐 어때요 진짜진짜 양많고 맛있어요 요청사항도 잘 챙겨 주시고 너무너무 감사해용
1541,맛2 / 양2 / 배달2 / 양이 정말 푸짐했고 대방어 맛도 최고였어요 가족외식 대신 집에서 배달해서 먹었는데 정말 만족했습니다~ 2월엔 모듬회 주문예정!
1542,맛2 / 양2 / 배달1 / 오랜만에 시켰고 이번엔 대방어를 ^^아주  맛나게먹었네요  2시간 반 기다린 보람 있어요!!
1543,맛2 / 양2 / 배달2 / 다른리뷰대로 신선하고 양도 많아요
1544,맛2 / 양2 / 배달2 / 예상시간보다 조금 빨리 받았어요. ^^ 노량진수산시장에 위치하고 있어서 좋겠지 하는 마음에 처음 시켜봤는데 정말 신선하고 맛있어요! 매운탕거리도 좋고요!! 다음에도 회 먹을 때는 벌교아줌마를 찾을 듯!
1545,맛2 / 양2 / 배달2 / 양 진짜 많아요 만족합니다
1546,맛2 / 양2 / 배달2 / 진짜 맛있어요~ 양도 어마어마!싱싱하고 맛 좋은 회 잘 먹었습니다!!!
1547,맛0 / 양0 / 배달0 / 맛이 ㅠㅜ 너무 별로네요.
1548,맛2 / 양2 / 배달2 / 사장님...저희 부부 오늘 반차쓰고 회먹는 날이라 에이 얼마나 기다리겠어 하고 식사시간 1시간 전에 주문했는데 2시간 좀 넘게 걸린거 같아요 근데배달해주시는 분도 사장님도 얼마나 속상하시겟냐 하면서 기다리고 먹었는데요진짜....5점아니고 5백점 드리고 싶네요 저희는 곁들임보다 회가 더 중요한데 회진짜 맛있구요사진에서 쌈음 따로 없어서 김이랑 샤리 준비해놨는데 솔직히 회자체가 너무 맛있고 진짜 최고의 한상.. 이정도면 기다리고 먹을게요 매운탕 거리 주신거도 너무 든든하고 양도 정말 많아서 내일 아침도 이거로 해장 할거 같아요
1549,맛2 / 양2 / 배달2 / 너무 맛있네요.
1550,맛2 / 양1 / 배달2 / 친구 추천으로 시켰는데 배달은 한시간반정도 걸렸고 포장도 깔끔하게 해주셨어요  매운탕 거리도 깔끔하게 아이스팩포장까지 해주셨어요~~ 다만 아쉬운건 양이 많지가 않아요ㅠㅠ 아래 무채양이 너무많아요ㅠㅠ 그치만 너무신선하게 맛있게 먹겠습니다~!
1552,맛2 / 양2 / 배달2 / 상당히 합리적이고 맛납니다.노량진안가도 괜찮은 회를 먹어서 좋네요
1553,맛2 / 양2 / 배달2 / 회는 여기가 최고에요..ㅠㅠㅠ 어쩜 회가 이렇게 두툼하고 달달한지ㅠㅠㅠ 너무 맛있어서 혼자 다 먹었어요 동네 횟집이랑은 클라스가 달라요 강추입니다
1554,"맛2 / 양2 / 배달2 / 노량진에서 오는지 모르고 시켰지만후회하지않아비록 밤늦어 5,000원 추가되었어도회는 너무 두껍지않게 적당한게 나을듯"
1555,맛2 / 양2 / 배달2 / 양 진짜 많아서 놀랐어요~~
1556,맛2 / 양2 / 배달2 / 세번째 주문입니다~~ 저번에는 좀 안좋았는데 이번에는 너무 좋은상품이어서 가족모두 좋아했어요 그리고 요청사항에 회종류도 부탁드렸는데 넘잘들어주셔서 모두 좋아하는걸로 잘먹었습니다.다만 간장이 아예안와서 집에있는 진간장으로먹으니 좀 그랬어요. 회간장하고는 다른데 평소에도 간장이 적게느껴졌는데 아예안오니까~~ 집이아니라 다른곳에서 시켰다면 난감할뻔~~ 이번설연휴에도 또 주문하자고 얘기했습니다.
1557,맛2 / 양2 / 배달2 / 맛있게 잘먹었어요 푸짐해요~굿굿!!
1558,맛2 / 양2 / 배달1 / 배달은 2시간 걸려요~~기다리다 지쳐서 졸다가 받았는데 맛있어서 잠이 깼네요
1559,맛2 / 양2 / 배달2 / 배달시간 오래 걸리는 줄 알구 밖에 잠깐 나갔다왔는데 벌써 도착하셔가지구ㅋㅋㅋㅋ 부리나케 들어갔어요ㅋㅋ 빠른 배달 감사합니다. 양많구 맛있게 먹었어요!
1560,맛2 / 양2 / 배달2 / 맛있지만 가성비가 조금 모자라요
1561,맛2 / 양2 / 배달1 / 거리가 있어서 배달시간을 여유 두시는거 공감하구요 양많고 맛있어요 감사합니다
1562,맛0 / 양1 / 배달0 / 대박어하면 막장이나 묵은지가 있었으면 좋았겠어요 ㅎㅎㅎ  약간 비린맛에 나네요 ㅠㅠ 배달까지 총 2시간 30분 정도 걸리네요. 오전 9시10분에 시켜서 11:34분에 받음 대방어부위가 좀더 다양했으면 좋겠어요 ㅎㅎ
1563,맛2 / 양2 / 배달2 / 너무  신선하고  맛있어요.진짜 굿~~~돔이 맛이 끝내주네
1564,맛2 / 양2 / 배달2 / 회 진짜 기깔납니다~ 매운탕도 잘 먹었습니당
1565,맛2 / 양1 / 배달2 / 가격은올랐는데 매운탕거리는 화 축소 ㅜㅜ애운탕 맛나게 먹었었는데 좀 아싑네요..그래도 대방어는 죄고
1566,맛2 / 양2 / 배달2 / 정말 맛나게 잘먹엇어요 회도 싱싱하고 도톰하게 정말 짱입니다 정신없이먹느라 사진이 빠진게 아쉽네요 사장님 새해 복 많이많이 받으시고 대박나시길 바랍니다~^^배달도 완전 빠름빠름~
1567,"맛0 / 양1 / 배달1 / 왠만하면 맛 없어도 그냥 먹는데;;먹다가 하도 아닌거 같아서 리뷰써요. 달랑 초고추장에, 간장, 그리고 회. 달랑 박스에 3개지 끝.여기까지 그려려니 이해합니다. 근데요손질은 어떻게 하셨나 먹는 내내 비늘 나오고요,맛은 그냥 그런데 이상하게 식감은 흐물흐물,  쫀득쫀득 한 맛이 없구요; 마치 오래된 생선이나 오래 방치되서 남은 재료 쓴듯한 그런 냄새가 나네요;;;;;리뷰 좋고 양 많다길래 시켰는데 진짜 쫌 아닌거 같아요; 장사 똑바로 하셨으면 좋겠네요"
1568,맛2 / 양2 / 배달2 / 모둠회 양과구성 별5드립니다매운탕에 배달까지 노량진이 가깝지만 왜인지 모를 호갱 느낌 받을까 잘 안갔었는데 그느낌 싸악 지우네요배달시키고는 리뷰 안쓰는 1인..오늘 사진찍고 리뷰 첨달아봅니다번창하세요
1569,맛2 / 양2 / 배달2 / 처음 먹었는데 맛있어요다들 만족해요
1570,맛1 / 양1 / 배달0 / 주말배달이라이해하려고해도주문후 90분후인도착예정시간이1시간이지나도아무런 연락도없이요기요도 연락안되고정말 엉망이네요
1571,맛2 / 양2 / 배달2 / 두끼에 먹어도 다 못먹을만큼 양도 많고 맛도 있고 배달도 빨라 다 좋습니다 앞으로도 회먹을일 있으면 주문할게요 주말내내 먹었습니다:)
1572,맛2 / 양2 / 배달2 / 탕거리도 대방어도 맛있어서 남편놀러가는데 시켜서 보냈어요 와사비도 좋은거쓰시고 또시킬께요
1573,맛2 / 양2 / 배달2 / 후기를 보고 반신반의했는데 후회하지 않습니다.회의 양도 양이지만 신선해서 정말 좋았어요.매운탕도 정말 좋았고요.다음에도 또 주문할 생각입니다.
1574,맛2 / 양2 / 배달2 / 소문대로 맛있네요 ㅎㅎ 양도 완전 많고 매운탕도 맛있게 끓여먹었어요~
1575,맛2 / 양1 / 배달2 / 3명이서 먹기엔 조금 적지만 그래도 맛있게 먹었습니다. 감사합니다.
1576,맛2 / 양2 / 배달2 / 와 쥑이네
1577,맛2 / 양2 / 배달2 / 배달도 빠르고 양도 많고 질도 넘넘 좋아요 ㅜㅜ 이 가격에 이런 퀄리티라니 가성비 갑입니다 ㅜㅜ 담애 또 시켜먹을게요!!
1578,맛2 / 양2 / 배달2 / very  good~~~~~
1579,맛2 / 양2 / 배달2 / 새벽 2시 30분 늦은 시간인데도 대방어는 신선했고양도 넉넉하였습니다. 잘 먹었습니다.
1580,맛2 / 양2 / 배달2 / 노량진에서 직접 배달이라니^^ 덕분에 아침부터 즐거운 만찬 즐겼습니다. 감사합니다 번창하세요!!
1581,맛2 / 양2 / 배달1 / 양도 많고 회도 굉장히 신선해요. 저희는 3명에서 배부르게 먹었는데도 몇점 남길 정도였어요~ 배달이 좀 많이 늦어서 (1시간반정도..ㅠㅠ) 별 1점 뺐습니다. 다음에 또 시킬게요~
1582,맛2 / 양1 / 배달1 / 어제 저녁쯤 주문했는데 8~90분쯤 걸렸구요.박스에 가지런히 왔어요~소자 주문했는데 2명이 배부르게 먹을 수 있고 부드럽게 잘 먹었어요~뱃살많이로 요청 드렸는데 먹다보니 뱃살이 많진 않았어요ㅎ다음엔 모듬회로 먹어봐야 겠어요~
1583,맛2 / 양2 / 배달2 / 너무 맛있게 먹었어요!!사장님도 너무 친절하셔서 정말 감사히 먹었습니다.
1584,맛2 / 양2 / 배달2 / 맛있어요 ㅠㅠ 나중에 재주문 각이요
1585,맛2 / 양2 / 배달2 / 배달도 예정보다 빠르고 회상태도 만족합니다
1586,맛2 / 양2 / 배달2 / 너무너무 맛있어요'
1587,맛2 / 양2 / 배달2 / 회는 항상 여기시켜용~~~
1588,맛2 / 양2 / 배달2 / ㅠㅠㅠ신선하구 양도 많아요!!👍가족끼리 즐겁게 식사했습니다ㅎㅎ 감사합니다!
1590,맛2 / 양2 / 배달2 / 회의 다양성가격대비 가성비맛 완벽합니다.퀵비가 아깝지 않아요.완전 단골됐어요~♡♡♡
1591,맛2 / 양2 / 배달2 / 맛있습니다~~~~~
1592,맛2 / 양2 / 배달2 / 야채 같은 사이드들은 없지만 회자체만으로 시켜먹을 가치가 있습니다. 소짜라고해서 양이 적거나하지않고 둘이서 먹어도 넘치네요. 잘먹었습니다~
1593,맛2 / 양2 / 배달2 / 맛있게 잘 먹었습니다. 다음에 또 주문할께요!!
1594,맛2 / 양2 / 배달2 / 배달도 빠르고 양도 푸짐하고 원하는  사이즈로 회뜨주셔서 감사합니다
1595,"맛2 / 양1 / 배달2 / 늦게 오는거 생각했는뎈ㅋㅋㅋㅋ 시간이 밀리지 않은 시간이어어서 그런지 1시간 만에 왔습니다. 저 양은 1인분 빠진거구요. 제가 한 위대하고, 회 킬러들만 있어서 3명이서 방어 중짜리 거뜬하게 잘, 다 먹었습니다. 야채를 늘 따로 준비해야하긴 하지만 회가 신선하고 두꺼워서 좋아요. 매운탕꺼리 양이 거 많았으면 좋겠어요!"
1596,맛2 / 양2 / 배달2 / 배송이 늦을 수 있다고 해서 2시간 전에 주문했는데 1시간도 안돼서 도착해 놀랐어요. 중자로 시켰는데 양도 많고 신선하고 회 두께도 대박이었습니다. 사장님 대박나세요~♡
1598,맛2 / 양2 / 배달2 / 찐입니다 엄한데서 3-4만원짜리 대짜먹지말고 여기서 드세요
1599,맛2 / 양2 / 배달2 / 여기 재주문 100프로예요 꿀맛입니다
1600,맛2 / 양2 / 배달2 / 양도 풍부하고 맛도 만족 배달도 만족입니다
1601,맛2 / 양2 / 배달2 / 점심 때 시켰더니 배달이 빨리와서 깜짝 놀랐네요. 양도 많고 신선해서 오랜만에 원없이 회를 먹을 수 있었습니다.
1602,"맛1 / 양2 / 배달2 / 1. 회 상태 : 여느 배달 횟집이랑은 비교안됌. 매우 좋음   - 단, 광어에서 흙냄새가 좀 남. 2. 양 : 배 터짐. 3. 매운탕 : 매운탕 맛도 좋고, 생선에 살도 좋으나 비늘이 너무 많음. 너무너무 많음.   - 회 중심이라 소홀한거 같은데 이거 신경쓰면 서울 배달 횟집 남보원 가능."
1603,맛2 / 양2 / 배달0 / 두번째 주문. 역시 양많구 맛있어요. 배송이 느린편이라 오늘은 저녁에 먹을거니까 미리 3시30분쯤 시켰더니 6시30분쯤 와서 딱 잘먹었어요. 감사합니다.
1604,맛2 / 양2 / 배달2 / 맛있게 잘 먹었어요. 양도 꽤 많아요
1605,맛2 / 양2 / 배달2 / 맛 있어요  또 주문할게요
1606,맛2 / 양2 / 배달1 / 원래 리뷰 잘 안쓰는데 너무 혜자스러워서 올립니다!!대방어철이 끝나가는데도 신선하고 식감도 좋더라구요남자친구가 대방어좋아하는데 먹고 기절할뻔..ㅎㅎ나중에도 꼭꼭 시킬거에용!!대박나세용~~
1607,맛2 / 양2 / 배달2 / 너무 맛있고 양이 많아서 좋아요배달은 90분이라고 했는데 60시간 쯤 걸렸어요. 예상 배달시간 보다 빨라서 좋아요매운탕도 너무 맛있어요~!
1608,맛2 / 양1 / 배달1 / 항상 신선한 회를 받아 감사합니다. 가끔 배달이 조금 늦지만 품질과 맛이 좋아 이해하고 있습니다. 계속 신선한 회 제공 부탁 드립니다
1609,맛2 / 양2 / 배달2 / 양도 많고 좋아요 만족만족
1610,맛2 / 양2 / 배달2 / 회를 배달시켜 먹는 것은 큰 기대를 안했었는데... 정말 맛있었어요!! 쫄깃쫄깃할 뿐만 아니라 식감도 무척 좋았습니다. 와사비와 매운탕도 맛있고요. 다음에 또 주문할게요!
1611,맛2 / 양2 / 배달2 / 맛있어요! 양도 많아서 좋습니다. 또 먹고 싶네요:)
